,PUBCHEM_CID,smile_1851,p450-cyp2d6-Potency
1461,3235521,COC1=CC(=C(C=C1)CNC2=NC=NC=C2C3=CC=CC=C3C(F)(F)F)OC,0.398107
1462,3235524,COC1=CC2=C(C=C1)NC=C2CCNC3=NC=NC=C3C4=CC=CC(=C4)C#N,3.98107
1463,3235525,CN(C)C1=CC=C(C=C1)C2=CN=CN=C2N(C)CC3=CC=CO3,12.5893
1464,3235526,CC(=O)N1CCC[C@]2(C1)CCN(C2)CC3=CC=CC=C3,15.8489
1465,3235527,C1CN(CCC12CN(C2)C3=CC=CC=N3)S(=O)(=O)C4=CC=CC=C4,19.9526
1466,3235528,CC1=CC(=CC=C1)CNC2=NC=NC(=C2)C3=C(ON=C3C)C,31.6228
1467,3235530,C1CC1NC2=NC=NC3=C2C=C(C=C3)C4=CC=CC=C4C#N,39.8107
1468,3235532,COC1=CC=CC(=C1)CN2C3=NC(=NC=C3N=C(C2=O)C4=CC=C(C=C4)F)N5CCNCC5,25.1189
1469,3235533,CC1=CC(=CC=C1)CNC2=NC=NC3=C2C=C(C=C3)C4=CC=C(C=C4)C(=O)N(C)C,25.1189
1470,3235537,CC1=CC(=CC=C1)CNC2=NC=NC3=C2C=C(C=C3)C4=CN=CC=C4,12.5893
1471,3235539,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CC=C3)CCC#N,1
1472,3235541,COC1=CC=CC=C1CN2CC[C@]3(C2)CCCN(C3)C(=O)C4=CC=NC=C4,1
1473,3235543,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)CCC3=CC=CC=C3)CC4=CC=C(C=C4)F,25.1189
1474,3235546,COC1=CC=CC=C1CNC2=NC=NC(=C2)C3=CC=CC=C3OC,19.9526
1475,3235552,COC1=CC2=C(C=C1)NC=C2CCNC3=NC(=NC=C3)C4=CC=CC=C4Cl,19.9526
1476,3235553,C1CC2(CCN(CC2)C(=O)C3=NC=CN=C3)CN(C1)C(C4=CC=CC=C4)C5=CC=CC=C5,10
1477,3235560,C1=CC(=CC(=C1)C2=CC3=C(C=C2)N=CN=C3NCC4=CN=CC=C4)C#N,6.30957
1478,3235562,C1CN(CCC12CCN(CC2)C(=O)C3=CSN=N3)C(C4=CC=CC=C4)C5=CC=CC=C5,0.501187
1479,3235564,COC1=CC=CC=C1CN2CC3(C2)CCN(CC3)C(=O)C4=CC=NC=C4,0.794328
1480,3235565,COC1=CC=CC(=C1)CN2C(=O)C=NC3=CN=C(N=C32)OCC4=CC=CC=C4,39.8107
1481,3235571,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)F)CCC#N,0.501187
1482,3235621,CC1=CC=C(C=C1)NC(=O)CN2C=NC3=C(C2=O)C=NN3C(C)(C)C,14.1254
1483,3235626,COC1=CC(=CC(=C1)NC(=O)C2CCN(CC2)S(=O)(=O)C3=CC=CC4=NON=C43)OC,0.562341
1484,3235637,C1CCC(C1)NC(=O)CCCCN2C(=O)C3=CC=CC=C3N(C2=O)CC(=O)NC4CCCC4,14.1254
1485,3235658,CCCCN(CC1=CC=CC=C1)C(=O)C2=CN=C3N(C2=O)CCS3,31.6228
1486,3235677,C1C(SC2=NC3=CC=CC=C3N2C1=O)C4=CC5=C(C=C4)OCO5,8.91251
1487,3235719,C1CN(CC2=CC=CC=C21)C(=O)CCNS(=O)(=O)C3=CC=CS3,12.5893
1488,3235784,CCOC(=O)N1CCN(CC1)CC2=NC3=C(N2CC4=CC=CC=C4C)C(=O)NC(=O)N3C,12.5893
1489,3235842,COC1=CC=C(C=C1)S(=O)(=O)NC(CC(=O)NC2CCCC2)C3=CC=CO3,14.1254
1490,1564494,CCCCN(C)CC1=C(NC2=C(C1=O)C=C(C=C2)Cl)C,3.16228
1491,3235874,COC1=CC=C(C=C1)NC(=O)CSC2=NN=C(N2C3=CC=CC=C3OC)CNC(=O)C4=CC=CO4,35.4813
1492,3235885,COC1=CC=CC=C1N2C(=O)C3=C(NN=C3)N=C2SCC(=O)NC4=CC=CC=C4F,8.91251
1493,3235909,COC1=CC=C(C=C1)C2=NOC(C2)C(=O)N3CCCC4=CC=CC=C43,19.9526
1494,3235929,CC1=CC=CC=C1C2=NC(=C(O2)C)CS(=O)CC(=O)NCCN3CCN(CC3)CC4=CC=CC=C4,14.1254
1495,3235947,CCOC(=O)N1CCN(CC1)C(=O)C2=CC3=C(C=C2)N=C(S3)N4CCC(CC4)C,28.1838
1496,3235954,CC(C)C1=CC=C(C=C1)NC(=O)C(C2=CC=CC=C2)N3CCN(CC3)C=O,14.1254
1497,1267908,C1CCN(CC1)C2(CCN(CC2)C(=O)C3=CC=C(C=C3)N4C=NN=N4)C(=O)N,1.58489
1498,3236048,CC1=CC2=C(C=C1)OCC(=O)N2CCC(=O)NCC3=CN=CC=C3,8.91251
1499,3236098,CC1=C(C(=NC2=NC(=NN12)SCC(=O)NCC3=CC=CO3)C)CC4=C(C=CC=C4Cl)F,28.1838
1500,3236109,C1CN(CCN1CC(=O)NC2=CC(=CC=C2)F)C3=CC=C(C=C3)Cl,1.41254
1501,3236121,CN(CC1=CC=CO1)C(=O)C2CCC(=O)N2CC3=CC=C(C=C3)F,25.1189
1502,3236145,COC1=CC=C(C=C1)C(C(=O)NC2CCCCC2)N3CCC4(CC3)OCCO4,0.316228
1503,3236164,CC1=C(C(C(=C(O1)N)C#N)C2CCCCC2)C(=O)OC,31.6228
1504,3236188,CC1CCCN(C1)CCCNC(=O)C2CC(=O)N(C2)C3=CC(=C(C=C3)F)Cl,15.8489
1505,3236194,CCN1CCN(CC1)CCCNC(=O)C2=CC3=C(O2)N=C4C=C(C=CC4=C3)OC,1.41254
1506,3236319,CCN(CC)CCNC(=O)CN1C(=O)C=CC(=N1)C2=CC=C(C=C2)C,22.3872
1507,3236352,CC(=O)N1CCN(CC1)C(=S)C2=CC=C(O2)C3=CC=C(C=C3)OC,28.1838
1508,3236392,CC(C)OC(=O)C1=C(N(N=N1)C2=NON=C2N)CSC3=CC=CC=N3,15.8489
1509,3236470,CCOC1=CC=C(C=C1)N2C(=O)C3=C(CCS3)N=C2SCC(=O)NC4=C(C=C(C=C4)OC)OC,2.23872
1510,3236483,CC(C)(C)C(=O)CN1CCCN(CC1)S(=O)(=O)C2=CC=C(C=C2)OC,14.1254
1511,3236491,CCOC1=CC2=C(C=C1)N=C(S2)N3CCCCCC3,1
1512,3236493,CCOC1=CC=C(C=C1)N2C(=O)C3=C(CCS3)N=C2SCC(=O)NC4=CC=C(C=C4)OC,15.8489
1513,559643,CCN(CC)CCC1=C(NC(=C1C)C(=O)OCC)C(=O)O,3.98107
1514,3236512,CC1=CC2=C(C=C1)OCCN2C(=O)N3CCC(CC3)C(=O)NCC4=CC=C(C=C4)OC,12.5893
1515,3236529,CC(C1=CC=CC=C1)NC(=O)CCNS(=O)(=O)C2=CC=C(C=C2)OC,14.1254
1516,3236543,CCC(CC)C(=O)NCC1=CC2=C(C=C1)N(C(=C2)C)C,31.6228
1517,3236580,CC1=CC=CC=C1CS(=O)(=O)CC2=CC=C(O2)C(=O)NCC3=CN=CC=C3,10
1518,3236601,COC1=CC=C(C=C1)CNC(=O)C2CC(=NO2)C3=CC=C(C=C3)OC,8.91251
1519,3236649,CC#CCCCC(=O)NC1=CC(=NC(=N1)OC)OC,15.8489
1520,3236663,CC1=CC2=C(C=C1)OCC(=O)N2CCC(=O)NCCC3=CC(=C(C=C3)OC)OC,39.8107
1521,3236689,COC1=CC=CC=C1NC(=O)CN2CCN(CC2)CC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,28.1838
1522,3236698,CC1=CC=CC=C1C2=NC(=C(O2)C)CS(=O)CC(=O)N3CCC4(CC3)OCCO4,25.1189
1523,3236704,CN1C2=C(C=C(C=C2)S(=O)(=O)NCCC(=O)NCC3=CC=CC=C3Cl)C(=O)N(C1=O)C,17.7828
1524,1815678,CCC1=CC(=C(C=C1)OCC(=O)NCCN(C)C)Br,14.1254
1525,3236757,CC1=CC=C(C=C1)CCN2CC(CC2=O)C(=O)NCCN3CCCCCC3,19.9526
1526,3236764,C1COCCN1CCCNC(=O)C2=CC3=C(S2)CSC3,1.25893
1527,3236795,C1CN(CCN1C2=CC=CC=N2)C(=O)CCCN3C(=O)C4=C(C=CC(=C4)Br)NC3=S,15.8489
1528,3236804,CCCS(=O)(=O)N1CCCC(C1)C(=O)NCCCN(CC2=CC=CC=C2)C(C)C,11.2202
1529,3236806,CC1=CC(=NN1CC(=O)NC2=CN=CC=C2)C(F)(F)F,12.5893
1530,3236920,CCOC(=O)C1=C(C2=CC=CC=C2O1)NC(=O)C3=CC4=C(C=C3)OCO4,3.54813
1531,3236955,CCOC1=CC=C(C=C1)N2C(=NC3=C2C=CC(=C3)C(=O)NCC4=CC=CO4)C,11.2202
1532,3236959,C1CCC(CC1)N2CCN(CC2)C(=O)CCCCCN3C(=O)C4=CC5=C(C=C4NC3=S)OCO5,8.91251
1533,3236988,CC(=O)NC1=CC(=C(C=C1)OC)NC(=O)CN2CCN(CC2)C3C4=CC=CC=C4C5=CC=CC=C35,15.8489
1534,3237033,CCOC(=O)CN1C(=NC2=C1C(=O)NC(=O)N2C)CN(CC3=CC=CC=C3)CC4=CC=CC=C4,31.6228
1535,678099,C1CCN(CC1)CC2=CC(=C3C=CC=NC3=C2O)Br,7.94328
1536,3237174,CC1(CC2=C(C(N3C(=NC(=N3)C4=CC=C(C=C4)N(C)C)N2)C5=CN=CC=C5)C(=O)C1)C,17.7828
1537,3237181,C=CCN1C=C(C(=O)N(C1=O)CC=C)Cl,0.562341
1538,3237217,CN1C2=CC=CC=C2C(=CC1=O)OCCCC(=O)NC3=CN=CC=C3,10
1539,3237253,CN1C2=C(C=C(C=C2)S(=O)(=O)NCCC(=O)NCCC3=CC=C(C=C3)Cl)C(=O)N(C1=O)C,15.8489
1540,3237300,CC1=CC(=NO1)C(=O)NCC2=CC=CC=C2,19.9526
1541,3237314,CC1=C(C2=C(N1C3=CC=CC=C3)C=CC(=C2)O)C(=O)OC,15.8489
1542,718920,CC(C)(C#CC1=CC=C(S1)C(=O)NCC2=CC=CS2)O,22.3872
1543,3237345,CC1=C(N=C(O1)C2=CC=C(C=C2)OC)CS(=O)(=O)CC(=O)NCCC3=C(C=CC(=C3)OC)OC,3.54813
1544,571682,CCOC(=O)NC1=CC=C(C=C1)S(=O)(=O)NCC2=CC=CC=C2,14.1254
1545,3237354,CCOC1=C(C=C(C=C1)C(=O)NC2=NC=C(C=C2)Cl)Cl,7.94328
1546,3237365,CC1C(NC(C(C1=NO)C)C2=CC=C(C=C2)N(C)C)C3=CC=C(C=C3)N(C)C,0.354813
1547,3237380,CC1=C(C(N2C(=NN=N2)N1)C3=CC(=CC=C3)Br)C(=O)NC4=CC=CC=C4OC,15.8489
1548,2866118,CCCC1=C2C(C(=C(OC2=NN1)N)C#N)C3=CC=NC=C3,25.1189
1549,3237438,CC1CCC(CC1)NC(=O)CN2C(=O)COC3=C2C=C(C=C3)C,14.1254
1550,3237443,CCCS(=O)(=O)N1CCCC(C1)C(=O)NCCN2CCC(CC2)CC3=CC=CC=C3,0.501187
1551,3237480,CN(C)C(CNC(=O)NC1CCCCC1)C2=CN=CC=C2,31.6228
1552,3237528,CC1(C2=CC=CC=C2C(=O)N1CCC3=CC=CC=C3F)O,28.1838
1553,3237543,C1CC(=O)N(C1C(=O)N2CCN(CC2)C3=CC=C(C=C3)F)CC4=CC=CC=C4Cl,15.8489
1554,3237552,CCOC1=C(C=C(C=C1)CCNC(=O)C2CC(=O)N(C2)C3CCCC3)OCC,0.0281838
1555,3237557,C1CN(C(=O)N1CC2=CC=CC=C2Cl)CC(=O)O,12.5893
1556,3237605,CCOC(=O)C1=C(C2=CC=CC=C2O1)NC(=O)C3=CC(=CC(=C3)OC)OC,25.1189
1557,3237635,CCN(CCCNC(=O)CC(C(=O)N1CCC2=CC=CC=C21)N3C=CN=C3)C4=CC=CC=C4,3.98107
1558,3237684,CC(C)N(CCNC(=O)C1CCC(=O)N1CC2=CC=C(C=C2)F)CC3=CC=CC=C3,1.25893
1559,3237724,CCC1=C(NC(=C1C(=O)C)C)C(=O)NCC2=CC3=C(C=C2)OCO3,19.9526
1560,3237727,CSC1=C(C(=NS1)SC)NC(=O)OCC2=CC=CC=C2,10
1561,3237739,CC1=C(N=C(O1)C2=CC=CC=C2F)CSCC(=O)NCC3=CC4=C(C=C3)OCO4,2.23872
1562,3237741,C1CCN(CC1)C2CCN(CC2)C(=O)CNS(=O)(=O)C3=CC=C(S3)Br,12.5893
1563,3237744,CC1=CC=CC=C1C2=NC(=C(O2)C)CS(=O)CC(=O)NCCCN(C)C3=CC=CC=C3,25.1189
1564,3237754,CC(C)(C)N1C2=C(C=N1)C(=O)N(C=N2)CC3=C(C=C(C=C3)Cl)Cl,39.8107
1565,3237785,C1COCCN1CCNC(=O)C2=NN3C(CC(NC3=C2Cl)C4=CC=CC=C4)C(F)(F)F,35.4813
1566,3237795,C1CN(CCC1C(=O)NCCC2=CC=C(C=C2)Cl)S(=O)(=O)N3CCC4(CC3)OCCO4,14.1254
1567,3237832,C1CC2=CC=CC=C2N(C1)CCNC(=O)CCN3C(=O)C4C5CC(C4C3=O)C=C5,22.3872
1568,3237836,C1CCC(CC1)C2=C(C(=NC(=C2C#N)SCC#N)N)C#N,39.8107
1569,3237849,CCOC1=CC=C(C=C1)N2C(=O)C3=C(C2=O)N=CC=C3,0.177828
1570,3237873,CC1=NC2=CC=CC=C2C(=O)N1NCC3=CC=C(C=C3)OC,25.1189
1571,3237952,COC1=C(C=C(C=C1)C(=O)NC2=NC=C(C=C2)Cl)Cl,3.54813
1572,3238043,CN1CCN(CC1)CCCNC(=O)C2=CC=C(O2)CSCC3=CC(=CC=C3)Cl,10
1573,3238054,CCCS(=O)(=O)N1CCCC(C1)C(=O)NCCCN2CCN(CC2)C3=CC=CC=C3F,10
1574,3238096,CN(CC(=O)NC1=CC=CC(=C1)C(F)(F)F)C2=NC(=NO2)C3=CC=C(C=C3)OC,35.4813
1575,3238104,C1CN(CCN1CC(=O)NC2=CC3=C(C=C2)OCCO3)CC(=O)NC4=CC=CC=C4Cl,14.1254
1576,3238139,C1CCN(C1)CCNC(=O)C2(CC2)S(=O)(=O)C3=CC=C(C=C3)Cl,12.5893
1577,3238158,C1CN(CCN1C2=NC=CC=N2)C(=O)CCCN3C(=O)C4=CC5=C(C=C4NC3=S)OCO5,5.01187
1578,3238162,CCCCCN1C(=NC2=C1C(=O)NC(=O)N2C)CN3CCN(CC3)C4=C(C=CC(=C4)Cl)C,8.91251
1579,3238216,CCOCCN1C(=NC2=C1C(=O)NC(=O)N2C)CN(CC3=CC=CC=C3)CC4=CC=CC=C4,39.8107
1580,3238233,CC(C)OC(=O)CN1CCN(CC1)C2C3=CC=CC=C3C4=CC=CC=C24,0.251189
1581,3238292,CCC1=CC=C(C=C1)NC(=O)C2=NOC(=C2)C(C)C,7.94328
1582,3238346,CC1CCCCN1CCNC(=O)CN2C(=O)C=CC(=N2)C3=CC=C(C=C3)C,1.99526
1583,3238359,C1CCC(CC1)N2CCN(CC2)CCCNC(=O)NC3=CC=CC=C3C(F)(F)F,5.01187
1584,2302374,CC1=CC(=NC2=NC(=NN12)SCC(=O)NCC3=CC=CC=C3OC)C,15.8489
1585,3238452,C1CC(CN(C1)S(=O)(=O)C2=CN=CN2)C(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,3.98107
1586,3238567,CC1CCOC2(O1)C3=CC=CC=C3N(C2=O)CN4CCN(CC4)C5=CC=CC=C5F,25.1189
1587,3238616,COC1=CC=CC(=C1)N2C(=O)C(N(C2=O)C3CCCCC3)CC(=O)NC4=CC=CC=C4,17.7828
1588,3238620,CC1CCC(CC1)NC(=O)C2=CC=C(O2)CS(=O)(=O)CC3=CC=CC=C3F,35.4813
1589,3238675,COC1=CC=C(C=C1)CN2CC(CC2=O)C(=O)NCCC3=CCCCC3,14.1254
1590,3238694,COC1=CC2=NC3=C(C=C2C=C1)C=C(O3)C(=O)NCCN4CCN(CC4)C5=CC=CC=C5F,31.6228
1591,3238702,CC1=CC=C(C=C1)CCN2CC(CC2=O)C(=O)NCCCN(C)CC3=CC=CC=C3,14.1254
1592,3238711,CC1=C(N=C(O1)C2=CC=CC=C2F)CS(=O)(=O)CC(=O)NCCCN(C)C3CCCCC3,15.8489
1593,3238713,C1CCN(C1)S(=O)(=O)N2CCC(CC2)C(=O)NCCCN3CCC4=CC=CC=C4C3,7.94328
1594,3238717,C1CN(C(=O)N1CC2=CC=CC=C2)CC(=O)O,15.8489
1595,3238773,CC1=CC=C(C=C1)S(=O)(=O)NCCC(=O)NCC2=CC=CC=C2,25.1189
1596,3238782,CC1=C(C(=NO1)C)S(=O)(=O)N(CC(=O)NCC2=CC(=CC=C2)OC)C3=CC=C(C=C3)OC,14.1254
1597,3238821,C1CN(CCN1CCC(=O)NC2=CC=CC=C2F)CC(=O)NC3=CC=CC=C3Cl,1.25893
1598,717668,CCOC(=O)NC1=CC(=C(C=C1)C(=O)OC2=CC=CC=C2)O,25.1189
1599,3238851,CC1=C(NC(=C1C(=O)C)C)C(=O)N2CCC3=CC=CC=C3C2,3.54813
1600,3238908,C1COCCN1CCN2CN(C(=S)SC2)CC3=CC=CC=C3,12.5893
1601,3238953,CCCCCOC1=CC=C(C=C1)OC(=O)C2=CC=NC=C2,3.98107
1602,3238982,COC1=CC=CC=C1NC(=O)CN2CCN(CC2)C3C4=CC=CC=C4C5=CC=CC=C35,0.0251189
1603,3239013,CC1CCCCN1CCCNC(=O)NC2=CC=C(C=C2)OC,1.58489
1604,1098144,C1COCCN1CC2=CC(=CC(=C2O)CN3CCOCC3)C4=CC=CC=C4,12.5893
1605,3239056,CN1CCN(CC1)CCCNC(=O)C2CCCN(C2)C3=NC4=C(S3)C=C(C=C4)OC,11.2202
1606,3239068,C1CN(CCN1C2=CC=CC=C2)C(=O)C(C3=CC=CC=C3)NS(=O)(=O)C4=CC=CS4,25.1189
1607,3239074,CN1C2=C(C=C(C=C2)Cl)C(=CC1=O)SCC(=O)NCCN3CCN(CC3)C4=CC=CC=C4F,14.1254
1608,6603309,C1C(=NN2C(=NN=C2S1)C3=CN=CC=C3)C4=CC=C(S4)Br.Br,4.46684
1609,3239130,COC1=CC=C(C=C1)NC(=O)CSC2=NC3=CC=CC=C3C(=O)N2CCC(=O)N4CCCCC4,15.8489
1610,3239144,C1CC(CN(C1)S(=O)(=O)C2=CN=CN2)C(=O)NC3=CC=CC(=C3)C(F)(F)F,4.46684
1611,3239169,C1=CC=C(C=C1)CCNC(=O)CCCNS(=O)(=O)C2=CC=CC3=NSN=C32,14.1254
1612,6603506,C1CCCN(CC1)CC(COC2=CC=C(C=C2)OCC(CN3CCCCCC3)O)O.Cl,15.8489
1613,3239222,CC1CCN(CC1)CCCN2C(=O)C3=C(C=CC(=C3)N4CCOCC4)NC2=S,22.3872
1614,3239233,CCN(CC)CCN1C(=O)C2=CC3=C(C=C2NC1=S)OCO3,0.630957
1615,2925182,C1=CC(=CN=C1)NC(=O)C2=CC3=C(C=C2)SN=N3,15.8489
1616,3239311,CC1=CC(=O)OC(=C1C(=O)NCCCN2CCN(CC2)C3=CC=C(C=C3)F)C,15.8489
1617,3239323,CCS(=O)(=O)N1CCC(CC1)C(=O)NCCCN2CCN(CC2)C3=CC=CC=C3F,15.8489
1618,3239329,CC1=CC=CC=C1NS(=O)(=O)C2=CC3=C(C=C2)NC=C(C3=O)C(=O)N(C)CC4=CC=CO4,17.7828
1619,3239336,C1CCC(C1)N2CC(CC2=O)C(=O)NCC3=CC4=C(C=C3)OCO4,12.5893
1620,3239359,C1=CC=C(C=C1)C(=O)C2=CC=CN2CC(=O)NCC3=CC=CS3,5.01187
1621,3239408,CC1(CC2(CCO1)C(CC(=O)O2)C(=O)NCCC3=CC=CC=C3)C,22.3872
1622,3239413,C1=CC(=CC=C1CC(C(=O)O)N2C(=O)C3=C(C2=O)C=C(C=C3)C(=O)O)O,0.01
1623,741378,COC(=O)SC1=NN=C(O1)C2=CC=C(C=C2)Br,28.1838
1624,3239442,CCOC(=O)C1=C(C(=C(N1)C)CN(CCC2=CC=CC=C2)C(=O)CCC(=O)O)C,14.1254
1625,3239543,C1CN(CCN1CC(=O)NC2=CC(=C(C=C2)F)F)C3=CC=C(C=C3)Cl,3.54813
1626,3239572,C1CCN(CC1)C2CCN(CC2)C(=O)NC3=CC(=C(C=C3)Cl)Cl,10
1627,3239613,CC1=C(C(=O)N2C(=N1)C(=CN2)C(=O)NCC3=CC4=C(C=C3)OCO4)CC5=CC=CC=C5F,25.1189
1628,3239620,CCN1C2=C3C(=C(C=C2)NC(=O)NC4=CC=C(C=C4)C(=O)OCC)C=CC=C3C1=O,17.7828
1629,3239624,CC1=CC=C(C=C1)CC2=C(N3C(=NC(=N3)SCC(=O)NCC4=CC=CO4)N=C2C)C,25.1189
1630,3239626,C=CCN(CC=C)CC(CN1C2=CC=CC=C2C3=CC=CC=C31)O,0.223872
1631,3239631,CCN=C(NC1=CC(=CC=C1)F)SC2CC(=O)N(C2=O)C3=CC=C(C=C3)OC,14.1254
1632,3239643,C1C2CC3CC1CC(C2)(C3)C4=NNC(=S)N4CC5=CC=CO5,15.8489
1633,3239657,C1CC(=O)N(C1C(=O)N2CCN(CC2)C3=CC(=CC=C3)Cl)CC4=CC=CC=C4Cl,14.1254
1634,3239699,CCOC1=C(C=C(C=C1)CCNS(=O)(=O)C2=CC3=C(C=C2)N(C(=O)O3)CC(=O)OCC)OCC,12.5893
1635,3239705,CSC1=CC=CC(=C1)NC(=O)CN2C=CC=C2,14.1254
1636,719755,CC(=O)NC1=CC2=C(C=C1)N=C(N2)C3CCCCC3,12.5893
1637,2861856,CN1C2CCC1CC(C2)OC(=O)C3=CC=C(C=C3)Cl.Cl,0.223872
1638,3239778,C1CN(CCN1CC(=O)NC2=CC(=C(C=C2)Cl)C(F)(F)F)S(=O)(=O)C3=CC=C(C=C3)F,39.8107
1639,3239781,CCCCOC1=CC=C(C=C1)S(=O)(=O)NC2=CN=CC=C2,25.1189
1640,998899,C1CC2=C(C(=O)OC3=C2C=C(C=C3)O)N(C1)C(=O)CN4CCN(CC4)CC5=CC=CC=C5,12.5893
1641,3239786,C1CN(CCC1CC2=CC=CC=C2)CCCNC(=O)C3CCN(CC3)S(=O)(=O)N4CCOCC4,12.5893
1642,3239797,CCOC(=O)C1=C(C(=C(N1C)C)C(=O)N2CCCCCC2)C,11.2202
1643,2155329,CCOC1=CC=C(C=C1)N2C(=O)C3=C(CCS3)N=C2SCC(=O)NC4=CC5=C(C=C4)OCCO5,8.91251
1644,6603521,CN1CCC2=C(C1)C3=C(N2)C=CC(=C3)OC.Cl,12.5893
1645,3239961,COC1=CC=C(C=C1)N2CCC(C2)CNC(=O)NC3=C(C=C(C=C3)OC)OC,28.1838
1646,3239969,C1CCC(C1)N2CC(CC2=O)C(=O)NCCN3CCN(CC3)CC4=CC=CC=C4,14.1254
1647,1267735,C1COCCN1S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=CC=C(C=C3)CC4=CC=NC=C4,8.91251
1648,3240062,CCCNC(=O)CC(C1=CC=CO1)NS(=O)(=O)C2=CC=C(C=C2)Cl,1.41254
1649,3240072,C1CCCN(CC1)S(=O)(=O)N2CCC(CC2)C(=O)NC3CCCC4=CC=CC=C34,19.9526
1650,135520072,CC1=C2C(=N)N(C(=NC2=NN1)SCC(=O)NCC3CCCO3)C4=CC=C(C=C4)Br,10
1651,3240102,CC1=CC=CC=C1CN2C=NC3=C(C2=O)C=NN3C(C)(C)C,35.4813
1652,715715,COC1=CC(=CC(=C1OC)OC)N=C2C(=NSS2)Cl,3.16228
1653,3240164,CCC1C(=O)N(C2=CC=CC=C2O1)CC(=O)NCCCN3CCCCC3C,3.16228
1654,3240174,C1CN(C(=O)N1CC2=C(C=C(C=C2)F)Cl)CC(=O)O,19.9526
1655,3240236,CC(C)NC(=O)C1CC(=O)N(C1)C2=CC(=C(C=C2)F)Cl,14.1254
1656,3240267,CCOCCCN1CC(CC1=O)C(=O)NCCC2=CC=C(C=C2)C,3.54813
1657,2786572,CN1C2=CC=CC=C2C3=C(C1=O)N=C(O3)C4=CC=CC=C4,28.1838
1658,3240318,C1CCCN(CC1)CCCNC(=O)C2CC(=O)N(C2)CCC3=CC=CC=C3,25.1189
1659,3240319,CC(C)(C)C1=C2C(C(=C(OC2=NN1)N)C#N)C3=CC=C(C=C3)OC(=O)C4=CC=CO4,15.8489
1660,3240345,CCCS(=O)(=O)N1CCCC(C1)C(=O)NCCCN2CCN(CC2)C3=CC=C(C=C3)F,5.01187
1661,3240381,CC1=CC2=CC=CC=C2N1CCNC(=O)C3CCCC3,12.5893
1662,3240432,CCOC1=CC=C(C=C1)C(=O)CN2CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)F,19.9526
1663,3240467,CCN1C(=O)C2=C(CC(S2)C)N=C1SCC(=O)NC3CCCCC3,1.58489
1664,3240478,CCOC(=O)N1CCN(CC1)C(=O)C2=C(C3=C(O2)C=CC(=C3)S(=O)(=O)N4CCCCC4)C,19.9526
1665,3240495,CC(C)C(CC(=O)NCCC1=CCCCC1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C,0.707946
1666,3240509,CCCCN(CC)CC1=CC=C(O1)CNC(=O)NC2=C(C=C(C=C2)OC)OC,0.501187
1667,3240530,C1CN(CCC1C(=O)N2CCN3C2=NC4=CC=CC=C43)S(=O)(=O)C5=CC=CC6=NSN=C65,17.7828
1668,3240558,CC1=C(N=C(O1)C2=CC(=CC=C2)Cl)CN3CCCC(C3)C(=O)NCCC4=CC(=C(C=C4)OC)OC,12.5893
1669,3240627,C1OC2=C(O1)C=C(C=C2)C3NC4=CC=CC=C4C(=O)N3O,14.1254
1670,3240663,C1CC2=C(C3=CC=CC=C31)ON=C2C(=O)NCCC4=CC=CC=C4,2.51189
1671,3240684,CCCCCN1C(=NC2=C1C(=O)N(C(=O)N2C)C)CN3CCCCC3C,14.1254
1672,698373,CC1=CC=C(C=C1)N2C(=CN=C2NC3=NC(=CC(=N3)C)C)O,12.5893
1673,2927070,C1CCC(CC1)N2C(=NN=N2)SCC3=NC(=NO3)C4=CC=CC=C4,17.7828
1674,3240794,C1CC(=O)N(C1)C2=CC=CC(=C2)C(=O)O,0.251189
1675,3240817,CCOC(=O)C1CCN(CC1)C2=C(C(=O)C2=O)NCC3=CC=C(C=C3)C(=O)NCCC(C)C,0.398107
1676,3240844,COC1=CC=C(C=C1)N2CCN(CC2)C(CNC(=O)C3CCCCC3)C4=CN=CC=C4,0.354813
1677,3240859,CCCN(CCC)CCCNC(=O)CS(=O)CC1=C(OC(=N1)C2=CC(=C(C=C2)OC)OC)C,5.01187
1678,3240860,CCCS(=O)(=O)N1CCCC(C1)C(=O)NCCCN(C)CC2=CC=CC=C2,12.5893
1679,3240900,CC1CCCCN1CCCNC(=O)C2CCCN(C2)S(=O)(=O)C3=CC=C(C=C3)C,17.7828
1680,3240921,C1CN(CCN1C2=CC=CC=C2)C(=O)CCCN3C(=O)C4=CC5=C(C=C4NC3=S)OCO5,1.25893
1681,3240959,CCN1C2=CC=CC=C2C(=CC1=O)OCC(=O)NC3=CN=CC=C3,6.30957
1682,3240975,CC1=CC=C(C=C1)CNC(=O)CN2C(=O)COC3=C2C=C(C=C3)C,28.1838
1683,3240989,C1=COC(=C1)CNC(=O)NC2=CC=CS2,14.1254
1684,3240990,CC1CCCN(C1)C(C2=CC=CC=C2)C(=O)NC3=CC4=C(C=C3)OCCO4,1.41254
