,PUBCHEM_CID,smile_1851,p450-cyp3a4-Potency
1870,3234913,CN(C)C(=O)C1=CC=C(C=C1)C2=CN=CN=C2NCCN3CCOCC3,15.8489
1871,3234914,CS(=O)(=O)NC1=CC=CC(=C1)C2=NC=CC(=N2)N3C=CN=C3,1.58489
1872,3234915,CC1=CC(=CC=C1)CNC2=NC=NC(=C2)C3=CC(=CC=C3)NS(=O)(=O)C,1.99526
1873,3234917,CC(=O)N1CCC2(CCCN(C2)CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)CC1,15.8489
1874,3234918,COC(=O)N1CCC2(CCCN(C2)C(C3=CC=CC=C3)C4=CC=CC=C4)CC1,10
1875,3234919,CC1=CN=C(C=N1)CNC2=NC=NC3=C2C=C(C=C3)C4=CC=CC=C4OC,10
1876,3234920,COCCN1C2=NC=NC=C2N=C(C1=O)C3=CC=C(C=C3)F,12.5893
1877,3234921,C1C[C@@H](OC1)CN2C(=O)C=NC3=CN=C(N=C32)NC4=CC=CC=C4,31.6228
1878,3234922,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CC(=C3)C#N)OC4=CC=C(C=C4)OC,2.51189
1879,3234923,CC1=C(C(=NO1)C)C(=O)N2CCC3(CCCN(C3)C(=O)NC4=CC=C(C=C4)OC)CC2,25.1189
1880,3234924,CN1C2=NC(=NC=C2N=C(C1=O)CCC3=CC=CC=C3)N4CCNCC4,0.0251189
1881,3234925,C1COCCN1CCNC2=NC=NC3=C2C=C(C=C3)C4=CC=CC(=C4)C#N,10
1882,3234926,CS(=O)(=O)N1CCC[C@]2(C1)CCN(C2)C3=CC=CC=N3,19.9526
1883,3234927,COC1=CC=CC(=C1)CN2C3=NC(=NC=C3N=C(C2=O)C4=CC=CC=C4)N5CCNCC5,19.9526
1884,3234929,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CS3)CC4=CC(=CC=C4)OC,15.8489
1885,3234931,C1=CC=C(C=C1)CCC2=NC3=CN=CN=C3N(C2=O)CC4=CC=CC=C4,5.01187
1886,3234933,CC1=NC2=CN=C(N=C2N(C1=O)CCC3=CC=CC=C3)NC4=CC(=CC=C4)OC,7.94328
1887,3234935,C1CC2(CCN(CC2)C(=O)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)CN(C1)CC4=NC=CS4,19.9526
1888,3234936,CN(C)C(=O)C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)NCC4=CC=CC=C4,15.8489
1889,3234938,COC1=CC=C(C=C1)NC(=O)N2CCCC3(C2)CCN(CC3)C(=O)OC,25.1189
1890,3234940,CC1=CN=C(C=N1)CNC2=NC(=NC=C2)C3=CN=CC=C3,5.01187
1891,3234941,COC1=NC=C2C(=N1)N(C(=O)C=N2)CCC3=CC=CC=C3,15.8489
1892,3234942,COC1=CC=C(C=C1)C2=NC3=CN=C(N=C3N(C2=O)CC4=CC=C(C=C4)F)OC,3.16228
1893,3234944,CN(C)CC1=CC=CC=C1C2=CC3=C(C=C2)N=CN=C3NC4CC4,15.8489
1894,3234946,COC1=CC2=C(C=C1)NC=C2CCNC3=NC=NC(=C3)C4=COC=C4,10
1895,3234947,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CS3)C[C@H]4CCCO4,25.1189
1896,3234951,CN1CC[C@]2(C1)CCCN(C2)C(=O)C3=CC=CO3,19.9526
1897,3234952,COC1=CC=CC(=C1)CN2C3=NC(=NC=C3N=C(C2=O)C4=CC=CS4)NC5=CC(=CC=C5)OC,12.5893
1898,3234954,COC1=CC=C(C=C1)C2=NC3=CN=C(N=C3N(C2=O)C4CC4)OC5=CC=C(C=C5)OC,3.98107
1899,3234955,CS(=O)(=O)NC1=CC=CC(=C1)C2=CC3=C(C=C2)N=CN=C3N4CCNCC4,15.8489
1900,3234956,COCCNC1=NC(=NC2=CC=CC=C21)C3=CC=CC=C3Cl,12.5893
1901,3234957,CC1=CC(=CC=C1)CNC2=NC=NC(=C2)C3=CC=C(C=C3)N(C)C,6.30957
1902,3234959,CC1=NC2=CN=CN=C2N(C1=O)C3=CC=CC=C3,12.5893
1903,3234961,CC1=NC2=CN=C(N=C2N(C1=O)CC3=CC=C(C=C3)F)OC,6.30957
1904,3234962,COC1=CC=C(C=C1)OC2=NC=C3C(=N2)N(C(=O)C=N3)CC4=CC=C(C=C4)F,1.99526
1905,3234963,CS(=O)(=O)N1CCC2(CCCN(C2)C(C3=CC=CC=C3)C4=CC=CC=C4)CC1,3.98107
1906,3234966,CN1C2=NC=NC=C2N=C(C1=O)CCC3=CC=CC=C3,15.8489
1907,3234967,CC1=NC2=CN=CN=C2N(C1=O)C3CC3,15.8489
1908,3234969,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C=N3)CC4=CC(=CC=C4)OC,15.8489
1909,3234974,C1=CC(=CC=C1CN2C3=NC=NC=C3N=C(C2=O)C4=CC=C(C=C4)F)F,15.8489
1910,3234975,CN(C)CC1=CC=CC=C1C2=CN=CN=C2NCC3=CC=CS3,1.25893
1911,3234976,C1CC2(CCN(CC2)C(=O)C3=CSN=N3)CN(C1)CC4=CC=C(C=C4)C#N,10
1912,3234979,C1COCCN1CCNC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4Cl,15.8489
1913,3234982,C1CN(CCC12CN(C2)CC3=CC=NC=C3)C(=O)C4=CC=CO4,15.8489
1914,3234983,C1COCCN1CCNC2=NC=NC3=C2C=C(C=C3)C4=CN=CC=C4,12.5893
1915,3234984,COC1=CC=C(C=C1)N2C3=NC(=NC=C3N=C(C2=O)C4=CC=CS4)NC5=CC(=CC=C5)OC,1.58489
1916,3234985,C1C[C@@H](OC1)CN2C3=NC(=NC=C3N=C(C2=O)C4=CC=CS4)OC5=CC(=CC=C5)Cl,10
1917,3234987,C1CN(CCC12CCN(CC2)S(=O)(=O)C3=CC=CC=C3)CC4=CC=C(C=C4)C#N,19.9526
1918,3234988,CC1=CC=CC=C1C2=NC=CC(=N2)N3C=CN=C3,1
1919,3234989,CN(C)C(=O)C1=CC=C(C=C1)C2=NC=CC(=N2)N3C=CN=C3,3.16228
1920,3234991,C1CC2(CCN(CC2)C(=O)OC3=CC=CC=C3)CN(C1)C4=CC=C(C=C4)C5=CC=CC=C5,31.6228
1921,3234993,COC1=CC=C(C=C1)N2C3=NC(=NC=C3N=C(C2=O)C4=CC(=CC(=C4)F)F)N5CCOCC5,15.8489
1922,3234994,CC1=CC(=CC=C1)CNC2=NC=NC3=C2C=C(C=C3)C4=CC=CC=C4C#N,1.25893
1923,3234995,CC1=CC(=CC=C1)CNC2=NC=NC=C2C3=CC=CC=C3OC,0.1
1924,3234996,CC(C)NC(=O)N1CC[C@]2(C1)CCCN(C2)C(=O)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,15.8489
1925,3234997,CN(C)C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)NCC4=CC=CC=C4OC,3.16228
1926,3234998,C1OC2=C(O1)C=C(C=C2)C3=NC=CC(=N3)NCC4=CN=CC=C4,1
1927,3234999,COC1=CC=C(C=C1)C(=O)N2CCC[C@]3(C2)CCN(C3)C4=CC=CC=C4,7.94328
1928,3235000,C1C[C@@]2(CCN(C2)C3=NC=CC=N3)CN(C1)C(=O)C4=CSN=N4,15.8489
1929,3235003,COC1=CC=CC=C1C2=CC(=NC=N2)NC3=CC=NN3,3.98107
1930,3235004,CN(C)C1=CC=C(C=C1)C2=CN=CN=C2NCCN3CCOCC3,3.16228
1931,3235005,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CC=C3)NC4=CC=CC=C4,12.5893
1932,3235007,COC1=CC=CC=C1CNC2=NC(=NC=C2)C3=CC=CC=C3C(F)(F)F,12.5893
1933,3235008,COC1=CC=CC(=C1)C2=NC=CC(=N2)NCC3=CC=CS3,5.01187
1934,3235009,CN(C)CC1=CC=CC=C1C2=NC=CC(=N2)NCC3=CC=CC=C3OC,15.8489
1935,3235011,COC1=CC(=C(C=C1)CNC2=NC(=NC3=CC=CC=C32)C4=CN=CC=C4)OC,1.25893
1936,3235015,C1CC2(CCNCC2)CN(C1)CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,7.94328
1937,3235016,C1=CC=C(C=C1)CNC2=NC=NC=C2C3=CN=CC=C3,1.25893
1938,3235017,C1=CC=C(C=C1)COC2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)F)CCC#N,15.8489
1939,3235019,CC1=CC=CC=C1C2=CN=CN=C2NC3=CC=C(C=C3)F,0.199526
1940,3235021,CN1C=C(C2=CC=CC=C21)C3=NC4=CN=C(N=C4N(C3=O)CCC#N)OC,6.30957
1941,3235022,CN(C)C1=CC=C(C=C1)C2=CN=CN=C2NC3=CC=CC=C3,0.630957
1942,3235023,C1COCCN1CCNC2=NC=NC=C2C3=CC=CC=C3C(F)(F)F,0.794328
1943,3235024,CC1=CC=CC=C1C2=CN=CN=C2N3CCN(CC3)C,1.58489
1944,3235026,CC1=CC(=CC=C1)CNC2=NC=NC=C2C3=CC=C(C=C3)C(=O)N(C)C,0.630957
1945,3235030,CC1=CN=C(C=N1)CNC2=NC(=NC=C2)C3=CC=CC(=C3)C#N,12.5893
1946,3235031,C1CN(CCC12CN(C2)CC3=CC=C(C=C3)C#N)C(=O)C4=CC=NC=C4,12.5893
1947,3235032,COC1=CC=C(C=C1)C(=O)N2CCC3(CCCN(C3)CC4=CC=NC=C4)CC2,7.94328
1948,3235033,C1CN(CCC12CCN(CC2)C(=O)C3=NC=CN=C3)CC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F,2.51189
1949,3235034,CN(C)C1=CC=C(C=C1)C2=NC=CC(=N2)NCC3=CC=CC=C3OC,7.94328
1950,3235035,C1OC2=C(O1)C=C(C=C2)C3=NC4=CC=CC=C4C(=N3)NCC5=CN=CC=C5,0.316228
1951,3235037,CC1=C(C(=NO1)C)C2=NC3=CC=CC=C3C(=N2)NCCOC,15.8489
1952,3235038,C1CC2(CCN(CC2)C(=O)C3=CC(=CC=C3)F)CN(C1)CC4=NC=CS4,10
1953,3235039,COC1=CC=C(C=C1)N2C(=O)C=NC3=CN=C(N=C32)NC4=CC=CC=C4,0.199526
1954,3235041,CC1=C(C(=NO1)C)C(=O)N2CCC3(CCN(CC3)C4=CC=NC=C4)CC2,3.98107
1955,3235042,C1=CC=C(C(=C1)C2=NC=CC(=N2)N3C=CN=C3)C(F)(F)F,1.25893
1956,3235043,COC1=CC=CC=C1CN2CCCC3(C2)CCN(CC3)C(=O)C4=CC=CO4,25.1189
1957,3235044,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)CCC3=CC=CC=C3)CCC#N,19.9526
1958,3235045,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C=N3)CC4=CC=C(C=C4)F,15.8489
1959,3235046,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CS3)N4CCOCC4,12.5893
1960,3235047,COC1=CC2=C(C=C1)NC=C2CCNC3=NC(=NC4=CC=CC=C43)C5=COC=C5,3.16228
1961,3235048,C1OC2=C(O1)C=C(C=C2)C3=CN=CN=C3NCC4=CN=CC=C4,0.398107
1962,3235049,CN1CCN(CC1)C2=NC=NC3=C2C=C(C=C3)C4=CC=CC=C4C#N,15.8489
1963,3235051,CC1=C(C(=NO1)C)C2=NC=CC(=N2)NCC3=CC=CC=C3,5.01187
1964,3235054,C1COCCN1CCNC2=NC(=NC3=CC=CC=C32)C4=COC=C4,15.8489
1965,3235055,COC1=CC=CC=C1CN2CCCC3(C2)CCN(CC3)C(=O)OC4=CC=CC=C4,15.8489
1966,3235057,COCCN1C2=NC=NC=C2N=C(C1=O)C3=CC=C(C=C3)Cl,12.5893
1967,3235058,COC1=CC=CC(=C1)C2=CC3=C(C=C2)N=CN=C3N4CCOCC4,10
1968,3235059,CC(=O)NCCNC1=NC(=NC=C1)C2=CC=CC=C2C(F)(F)F,15.8489
1969,3235062,CN1C=C(C2=CC=CC=C21)C3=NC4=CN=C(N=C4N(C3=O)CCOC)N5CCNCC5,25.1189
1970,3235064,C1CC2(CCN(CC2)C(=O)C3=CSN=N3)CN(C1)C4=CC=CC(=C4)C5=CC=CC=C5,5.01187
1971,3235065,CNC1=NC(=NC2=CC=CC=C21)C3=CC=CC=C3OC,31.6228
1972,3235067,COC1=CC=CC=C1CN2CCCC3(C2)CCN(CC3)C(=O)C4=NC=CN=C4,15.8489
1973,3235068,C1=CC=C(C=C1)NC2=NC=C3C(=N2)N(C(=O)C=N3)CC4=CC=CS4,15.8489
1974,3235069,CC1=CN=C(C=N1)CNC2=NC(=NC=C2)C3=CC(=CC=C3)NS(=O)(=O)C,15.8489
1975,3235071,C1CC2(CCN(CC2)C(=O)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)CN(C1)C4=CC=NC=C4,3.98107
1976,3235072,CC1=CC=CC=C1C2=CN=CN=C2NC,0.630957
1977,3235073,CC1=CC=CC=C1C2=NC3=CC=CC=C3C(=N2)NCC4=CN=CC=C4,0.501187
1978,3235074,COCCN1C2=NC=NC=C2N=C(C1=O)CCC3=CC=CC=C3,7.94328
1979,3235075,COC1=CC2=C(C=C1)NC=C2CCNC3=NC=NC=C3C4=CC=CC=C4C(F)(F)F,0.251189
1980,3235076,CN1CCN(CC1)C2=NC(=NC=C2)C3=CC=CC=C3C(F)(F)F,6.30957
1981,3235077,CC(C)CN1CC[C@]2(C1)CCCN(C2)C(=O)C3=NC=CN=C3,15.8489
1982,3235078,COC1=CC=C(C=C1)C2=NC3=CN=CN=C3N(C2=O)C4=CC=CC=C4,19.9526
1983,3235085,COC1=CC=CC(=C1)C2=CN=CN=C2N3C=CN=C3,0.316228
1984,3235086,COC1=CC=CC(=C1)C2=CC3=C(C=C2)N=CN=C3NCC4=CN=CC=C4,1
1985,3235088,C1CC2(CCN(CC2)C(=O)C3=CC=CO3)CN(C1)CC4=CC=NC=C4,5.01187
1986,3235089,COC1=CC2=C(C=C1)NC=C2CCNC3=NC=NC=C3C4=CC=CC=C4OC,0.125893
1987,3235090,COCCNC1=NC(=NC2=CC=CC=C21)C3=CC(=CC=C3)OC,5.01187
1988,3235091,C1CC2(CCN(CC2)S(=O)(=O)C3=CC=CC=C3)CN(C1)CC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F,1.25893
1989,3235092,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)CCC4=CC=CC=C4)CC5=CC=CS5,12.5893
1990,3235093,CN(C)C(=O)C1=CC=C(C=C1)C2=NC=CC(=N2)NCC3=CC=CS3,25.1189
1991,3235094,COCCN1C2=NC(=NC=C2N=C(C1=O)CCC3=CC=CC=C3)OC4=CC=C(C=C4)OC,3.16228
1992,3235095,CC1=CC=CC=C1C2=NC=CC(=N2)NCC3=CN=CC=C3,3.98107
1993,3235097,COC1=CC=C(C=C1)C(=O)N2CCC[C@]3(C2)CCN(C3)CC4=NC=CS4,7.94328
1994,3235098,COC1=CC=C(C=C1)C2=NC3=CN=C(N=C3N(C2=O)CC4=CC(=CC=C4)OC)N5CCNCC5,15.8489
1995,3235100,C1=CC(=CC=C1CN2C(=O)C=NC3=CN=CN=C32)F,19.9526
1996,3235101,C1C[C@@]2(CCN(C2)C(=O)NC3=CC=CC(=C3)C#N)CNC1,25.1189
1997,3235102,COC1=NC=C2C(=N1)N(C(=O)C(=N2)CCC3=CC=CC=C3)CCC#N,12.5893
1998,3235104,COC1=CC=C(C=C1)C(=O)N2CCC[C@]3(C2)CCN(C3)CC4=CC=NC=C4,3.98107
1999,3235105,C1CN(CCN1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)F)C5=CC=CC=C5,25.1189
2000,3235107,COC1=CC=C(C=C1)C2=NC3=CN=C(N=C3N(C2=O)CCC#N)OC4=CC=C(C=C4)OC,3.16228
2001,3235108,COC1=CC=C(C=C1)C2=NC3=CN=C(N=C3N(C2=O)C[C@H]4CCCO4)NC5=CC(=CC=C5)OC,5.01187
2002,3235109,C1CN(CCN1)C2=NC=C3C(=N2)N(C(=O)C(=N3)CCC4=CC=CC=C4)CC5=CC=C(C=C5)F,7.94328
2003,3235110,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CS4)CC5=CC=C(C=C5)F,5.01187
2004,3235111,COC1=CC=C(C=C1)C2=NC3=CN=C(N=C3N(C2=O)CCC#N)OC,12.5893
2005,3235112,C1OC2=C(O1)C=C(C=C2)C3=NC=CC(=N3)NCC4=CC=CS4,1
2006,3235113,CS(=O)(=O)NC1=CC=CC(=C1)C2=CC(=NC=N2)NC3=CC=CC=C3,15.8489
2007,3235114,COC1=CC=CC(=C1)CN2C3=NC=NC=C3N=C(C2=O)C4=CC=C(C=C4)F,10
2008,3235115,CN(CC1=CC=CO1)C2=NC(=NC3=CC=CC=C32)C4=CN=CC=C4,12.5893
2009,3235116,COC1=CC=C(C=C1)OC2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)Cl)CCC#N,5.01187
2010,3235118,CN1CCN(CC1)C2=NC(=NC3=CC=CC=C32)C4=COC=C4,19.9526
2011,3235119,C1CN(CCN1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)Cl)CCC5=CC=CC=C5,31.6228
2012,3235120,COCCNC1=NC(=NC2=CC=CC=C21)C3=CC=CC=C3C(F)(F)F,12.5893
2013,3235122,COC1=CC=CC(=C1)NC2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CS4)C5=CC=CC=C5,19.9526
2014,3235123,CC1=C(C(=NO1)C)C2=NC=CC(=N2)NCCC3=CNC4=C3C=C(C=C4)OC,2.51189
2015,3235125,COC1=CC2=C(C=C1)NC=C2CCNC3=NC=NC(=C3)C4=CC=CC=C4C(F)(F)F,5.01187
2016,3235126,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CN(C5=CC=CC=C54)C)C,25.1189
2017,3235127,CC(C)CN1CCCC2(C1)CCN(CC2)C(=O)C3=NC=CN=C3,25.1189
2018,3235128,COC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CS3)CC4=CC=CS4,3.16228
2019,3235130,C1=CC=C(C=C1)COC2=NC=C3C(=N2)N(C(=O)C=N3)CC4=CC=C(C=C4)F,5.01187
2020,3235131,C1C[C@@]2(CCN(C2)C3=CC=CC=N3)CN(C1)C(=O)C4=NC=CN=C4,10
2021,3235132,COC1=CC(=C(C=C1)CNC2=NC=NC=C2C3=COC=C3)OC,1
2022,3235134,COCCN1C(=O)C=NC2=CN=C(N=C21)OC3=CC=C(C=C3)OC,15.8489
2023,3235135,CN(C)CC1=CC=CC=C1C2=CC3=C(C=C2)N=CN=C3NCC4=CC=CC=C4OC,12.5893
2024,3235137,C1CN(CCC12CN(C2)C3=CC=CC(=C3)C4=CC=CC=C4)C(=O)C5=CC=NC=C5,7.94328
2025,3235138,CC1=C(C(=NO1)C)C2=CC3=C(C=C2)N=CN=C3NCC4=CC=CC=C4,10
2026,3235139,CC(C)CN1CCC2(CC1)CCN(CC2)C(=O)C3=CC=NC=C3,15.8489
2027,3235141,CS(=O)(=O)N1CCC2(CC1)CN(C2)CC3=CC=NC=C3,31.6228
2028,3235142,CC1=NC2=CN=C(N=C2N(C1=O)CC3=CC=CS3)N(C)C,3.16228
2029,3235143,CN1C=C(C2=CC=CC=C21)C3=NC4=CN=C(N=C4N(C3=O)C[C@H]5CCCO5)N(C)C,7.94328
2030,3235145,C1=CC(=CN=C1)C2=CN=CN=C2N3C=CN=C3,7.94328
2031,3235150,COC1=CC=CC=C1CNC2=NC=NC=C2C3=CC=CC=C3Cl,0.199526
2032,3235151,C1C[C@@]2(CCN(C2)C3=CC=NC=C3)CN(C1)S(=O)(=O)C4=CC=CC=C4,3.98107
2033,3235152,COC1=CC=CC=C1CNC2=NC=NC3=C2C=C(C=C3)C4=CN=CC=C4,1.99526
2034,3235153,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CC=C3)CCOC,31.6228
2035,3235154,COC1=CC=CC=C1CNC2=NC=NC=C2C3=CN=CC=C3,0.794328
2036,3235155,CC1=CN=C(C=N1)CNC2=NC=NC=C2C3=CC=CC(=C3)C#N,1.99526
2037,3235156,C1CC2(CCN(CC2)S(=O)(=O)C3=CC=CC=C3)CN(C1)CC4=CC=NC=C4,3.98107
2038,3235157,C1CN(CCC12CCN(CC2)C(=O)NC3=CC(=CC=C3)F)C(=O)C4=CC=NC=C4,12.5893
2039,3235158,C1COCCN1CCNC2=NC(=NC3=CC=CC=C32)C4=CC5=C(C=C4)OCO5,3.98107
2040,3235160,CC1=CC(=CC=C1)CNC2=NC=NC(=C2)C3=CC=CC=C3Cl,15.8489
2041,3235161,CS(=O)(=O)NC1=CC=CC(=C1)C2=CC3=C(C=C2)N=CN=C3NCCN4CCOCC4,15.8489
2042,3235162,CN(C)CC1=CC=CC=C1C2=CC3=C(C=C2)N=CN=C3NCCOC,31.6228
2043,3235163,COC1=CC=C(C=C1)OC2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)F)C5CC5,7.94328
2044,3235164,C1CC1NC2=NC(=NC3=CC=CC=C32)C4=COC=C4,3.98107
2045,3235165,COC1=CC=CC(=C1)CN2C3=NC(=NC=C3N=C(C2=O)C4=CC(=CC(=C4)F)F)OC,7.94328
2046,3235166,CN(CC1=CC=CO1)C2=NC=NC3=C2C=C(C=C3)C4=CC=CC=C4Cl,15.8489
2047,3235167,CC(C)CN1CCCC2(C1)CCN(CC2)C(=O)C3=CC=CN3C,12.5893
2048,3235168,COC1=CC=CC=C1C2=NC3=CC=CC=C3C(=N2)NC4=CC=NC=C4,3.16228
2049,3235169,C1=CC=C(C=C1)CNC2=NC=NC3=C2C=C(C=C3)C4=CC=CC(=C4)C#N,15.8489
2050,3235170,CN(C)C1=NC=NC2=C1C=C(C=C2)C3=CC=CC=C3OC,5.01187
2051,3235171,CC1=CC(=CC=C1)CNC2=NC=NC(=C2)C3=CC=C(C=C3)C(=O)N(C)C,3.16228
2052,3235172,COC1=CC=C(C=C1)NC(=O)N2CC[C@]3(C2)CCCN(C3)C(=O)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F,19.9526
2053,3235174,C1CN(CCN1)C2=NC(=NC3=CC=CC=C32)C4=CC=CC(=C4)C#N,31.6228
2054,3235175,C1CC2(CCN(CC2)S(=O)(=O)C3=CC=CC=C3)CN(C1)C4=CC=CC=C4,3.98107
2055,3235176,C1CC1NC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4C(F)(F)F,3.16228
2056,3235177,COC1=NC=C2C(=N1)N(C(=O)C(=N2)CCC3=CC=CC=C3)C4CC4,31.6228
2057,3235178,CC1=NC2=CN=C(N=C2N(C1=O)CCC3=CC=CC=C3)N4CCN(CC4)C,15.8489
2058,3235179,CN(C)C(=O)C1=CC=C(C=C1)C2=CC3=C(C=C2)N=CN=C3NC4=CC=C(C=C4)F,19.9526
2059,3235180,CN(C)C(=O)C1=CC=C(C=C1)C2=CC3=C(C=C2)N=CN=C3NCC4=CN=CC=C4,1.58489
2060,3235181,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)CCC4=CC=CC=C4)CC5=CC=C(C=C5)F,5.01187
2061,3235184,C1C[C@@H](OC1)CN2C3=NC(=NC=C3N=C(C2=O)C4=CC=CC=C4)NC5=CC=CC=C5,12.5893
2062,3235185,COC1=CC=CC=C1C2=CN=CN=C2NCCC3=CN=CN3,0.398107
2063,3235187,COC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)NCC4=CC=CS4,3.16228
2064,3235189,COC1=CC=C(C=C1)OC2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC(=CC(=C4)F)F)CCC#N,1.25893
2065,3235190,COC1=CC=CC=C1CCN2C3=NC=NC=C3N=C(C2=O)C4=CC(=CC=C4)F,3.16228
2066,3235193,CC1=CC(=CC=C1)CNC2=NC=NC=C2C3=CC=CC=C3CN(C)C,0.398107
2067,3235195,CNC1=NC(=NC2=CC=CC=C21)C3=CC=C(C=C3)N(C)C,15.8489
2068,3235196,CN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)Cl)OC4=CC=C(C=C4)OC,5.01187
2069,3235197,COCC(=O)N1CCC2(CCCN(C2)CC3=CC=NC=C3)CC1,12.5893
2070,729874,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=CC=C3Cl)NCC4=CN=CC=C4,2.51189
2071,3235198,C1CC1N2C3=NC=NC=C3N=C(C2=O)C4=CC(=CC(=C4)F)F,7.94328
2072,3235199,C1=CC=C(C(=C1)C2=CN=CN=C2NC3=CC=C(C=C3)F)C(F)(F)F,0.398107
2073,3235200,COC1=CC=CC(=C1)C2=CN=CN=C2NCC3=CC=CC=C3OC,0.501187
2074,3235202,CC1=C(C(=NO1)C)C2=CC3=C(C=C2)N=CN=C3NCC4=CN=CC=C4,2.51189
2075,3235205,CN1C=C(C2=CC=CC=C21)C3=NC4=CN=C(N=C4N(C3=O)CCC#N)OC5=CC=C(C=C5)OC,10
2076,3235207,COC1=CC=C(C=C1)C(=O)N2CCC3(CCCN(C3)C(=O)NC4=CC(=CC=C4)F)CC2,12.5893
2077,3235209,COC1=CC=C(C=C1)NC(=O)N2CC[C@]3(C2)CCCN(C3)C(=O)C4=CC=CO4,39.8107
2078,3235210,C1C[C@@]2(CCN(C2)CC3=CC=CC=C3)CN(C1)S(=O)(=O)C4=CC=CC=C4,1.25893
2079,3235211,CN1C=CC=C1C(=O)N2CCC[C@]3(C2)CCN(C3)C4=CC=NC=C4,1
2080,3235212,COCCN1C(=O)C=NC2=CN=C(N=C21)OC3=CC=CC=C3,25.1189
2081,3235215,CC1=C(C(=NO1)C)C2=CN=CN=C2NCCC3=CNC4=C3C=C(C=C4)OC,0.794328
2082,3235216,C1CN(CCN1)C2=NC=NC3=C2C=C(C=C3)C4=COC=C4,25.1189
2083,3235217,COC1=CC2=C(C=C1)NC=C2CCNC3=NC=NC(=C3)C4=CC=CC(=C4)C#N,3.98107
2084,3235218,CCNC1=NC=C2C(=N1)N(C(=O)C=N2)CCOC,39.8107
2085,3235221,COC1=CC=CC=C1C2=CN=CN=C2NCCN3CCOCC3,0.501187
2086,3235225,COC1=CC=CC=C1C2=NC=CC(=N2)NCC3=CC=CS3,15.8489
2087,3235226,CN(C)C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)NCCC4=CN=CN4,2.51189
2088,3235227,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CC=C3)OC4=CC=CC=C4,31.6228
2089,3235229,COC1=CC=CC(=C1)CN2C(=O)C=NC3=CN=CN=C32,19.9526
2090,3235231,C1C[C@@]2(CCN(C2)CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)CN(C1)S(=O)(=O)C4=CC=CC=C4,5.01187
2091,3235232,CC1=NC2=CN=CN=C2N(C1=O)CC3=CC=C(C=C3)F,15.8489
2092,3235233,C1=CC=C(C(=C1)C2=NC=CC(=N2)NCC3=CC=CS3)Cl,1.99526
2093,3235234,C1CC2(CCN(CC2)C(=O)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)CN(C1)CC4=CC=C(C=C4)C#N,7.94328
2094,3235235,CC1=CC(=CC=C1)CNC2=NC=NC=C2C3=CC=CC=C3C(F)(F)F,0.0794328
2095,3235236,CC1=NC2=CN=C(N=C2N(C1=O)CC3=CC=C(C=C3)F)N4CCOCC4,12.5893
