,PUBCHEM_CID,smile_1851,p450-cyp2c19-Potency
979,3234047,C1=CC=C(C(=C1)CN2C3=NC=NC=C3N=C(C2=O)C4=CC(=C(C=C4)F)F)Cl,6.30957
980,3234048,CC1=NC2=CN=C(N=C2N(C1=O)CC3=CC(=CC=C3)OC)OCC4=CC=CC=C4,12.5893
981,3234050,CN(C)C1=CC=C(C=C1)C2=CN=CN=C2NCC3=CN=CC=C3,0.0316228
982,3234053,CC1=CN=C(C=N1)CNC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4OC,39.8107
983,3234054,C1CC2(CCN(CC2)C(=O)C3=CC=NC=C3)CN(C1)C4=NC=CC=N4,15.8489
984,3234055,CC1=C(C(=NO1)C)C2=CN=CN=C2NCCN3CCOCC3,0.0398107
985,3234057,C1CC2(CCN(CC2)S(=O)(=O)C3=CC=CC=C3)CN(C1)C4=CC=NC=C4,3.16228
986,3234058,C1C[C@@]2(CCN(C2)C3=NC=CC=N3)CN(C1)C(=O)OC4=CC=CC=C4,2.51189
987,3234061,CS(=O)(=O)N1CCC2(CCCN(C2)CC3=CC=NC=C3)CC1,1.25893
988,3234062,CC1=C(C(=NO1)C)C2=CC(=NC=N2)NC3=CC=CC=C3,19.9526
989,3234065,CN(C)C1=CC=C(C=C1)C2=NC=CC(=N2)NCC3=C(C=C(C=C3)OC)OC,10
990,3234067,CS(=O)(=O)NC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC=C(C=C4)F,7.94328
991,3234069,C1CN(CCC12CN(C2)C3=CC=CC(=C3)C4=CC=CC=C4)C(=O)C5=CSN=N5,12.5893
992,3234071,CN1CCN(CC1)C2=NC(=NC=C2)C3=CC(=CC=C3)NS(=O)(=O)C,25.1189
993,3234079,CC1=CC=CC=C1C2=CN=CN=C2NCC3=C(C=C(C=C3)OC)OC,1.58489
994,3234083,CN(C)CC1=CC=CC=C1C2=NC3=CC=CC=C3C(=N2)NCC4=CC=CC=C4OC,25.1189
995,3234087,CN(C)C1=CC=C(C=C1)C2=CC3=C(C=C2)N=CN=C3NCC4=CC=CC=C4OC,10
996,3234088,CC1=NC2=CN=C(N=C2N(C1=O)C3CC3)OC4=CC(=CC=C4)Cl,31.6228
997,3234092,C1=CC=C(C=C1)COC2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC(=CC(=C4)F)F)CCC#N,12.5893
998,3234094,CC1=NC2=CN=C(N=C2N(C1=O)CC3=CC=CS3)OC4=CC=C(C=C4)OC,39.8107
999,3234097,C1C[C@@]2(CCN(C2)C3=CC=CC(=C3)C4=CC=CC=C4)CN(C1)C(=O)C5=CSN=N5,1.99526
1000,3234098,C1COCCN1CCNC2=NC(=NC=C2)C3=CC=CC=C3Cl,5.01187
1001,3234100,COC1=NC=C2C(=N1)N(C(=O)C(=N2)CCC3=CC=CC=C3)C4=CC=CC=C4,12.5893
1002,3234101,COCCN1C2=NC(=NC=C2N=C(C1=O)CCC3=CC=CC=C3)OC4=CC=CC=C4,12.5893
1003,3234102,C1OC2=C(O1)C=C(C=C2)C3=NC=CC(=N3)N4C=CN=C4,10
1004,3234106,COC1=CC=C(C=C1)C(=O)N2CCC[C@]3(C2)CCN(C3)C(=O)NC4=CC(=CC=C4)F,0.125893
1005,3234110,CC1=NC2=CN=C(N=C2N(C1=O)C3=CC=C(C=C3)OC)OC,39.8107
1006,3234113,CC1=CC(=CC=C1)CNC2=NC(=NC3=CC=CC=C32)C4=CC(=CC=C4)NS(=O)(=O)C,2.51189
1007,3234118,COC1=NC=C2C(=N1)N(C(=O)C(=N2)CCC3=CC=CC=C3)CC4=CC=CS4,25.1189
1008,3234120,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)CCC4=CC=CC=C4)C5CC5,39.8107
1009,3234125,COC1=CC(=C(C=C1)CNC2=NC(=NC3=CC=CC=C32)C4=CC=CC(=C4)C#N)OC,1.58489
1010,3234132,CN(C)C1=NC=C2C(=N1)N(C(=O)C=N2)CC3=CC=C(C=C3)F,3.16228
1011,3234133,C1CC2(CCN(CC2)C(=O)C3=CC(=CC=C3)F)CN(C1)C(=O)NC4=CC=CC=C4,10
1012,3234134,COC1=CC=CC=C1C2=CC3=C(C=C2)N=CN=C3NC4CCNCC4,7.94328
1013,3234136,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)OC)OC4=CC=CC=C4,15.8489
1014,3234138,COC(=O)N1CCC[C@]2(C1)CCN(C2)C3=CC=CC=C3,0.0794328
1015,3234139,COC1=CC=CC=C1CNC2=NC(=NC3=CC=CC=C32)C4=COC=C4,7.94328
1016,3234141,C1C[C@@]2(CCN(C2)C3=CC=CC=N3)CN(C1)C(=O)C4=CC=NC=C4,6.30957
1017,3234146,COC1=CC=CC(=C1)CN2C3=NC(=NC=C3N=C(C2=O)CCC4=CC=CC=C4)N5CCNCC5,25.1189
1018,3234151,C1COCCN1C2=NC=C3C(=N2)N(C(=O)C(=N3)CCC4=CC=CC=C4)CCC5=CC=CC=C5,0.0630957
1019,3234156,CC1=CC(=CC=C1)CNC2=NC=NC(=C2)C3=CC=CC=C3OC,3.98107
1020,3234157,CC1=CN=C(C=N1)CNC2=NC=NC=C2C3=CC=C(C=C3)N(C)C,15.8489
1021,3234158,CC1=CC=CC=C1C2=CC3=C(C=C2)N=CN=C3N4CCNCC4,15.8489
1022,3234159,COC1=CC2=C(C=C1)NC=C2CCNC3=NC(=NC=C3)C4=CC5=C(C=C4)OCO5,0.630957
1023,3234160,COC1=CC(=C(C=C1)CNC2=NC(=NC=C2)C3=COC=C3)OC,3.98107
1024,3234161,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C=N3)CCC4=CC=CC=C4,6.30957
1025,3234163,COCCN1C2=NC=NC=C2N=C(C1=O)C3=CC(=CC=C3)F,39.8107
1026,3234172,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CC=C4)CC5=CC=C(C=C5)F,39.8107
1027,3234179,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)CCC3=CC=CC=C3)C,2.51189
1028,3234180,CN1CCN(CC1)C2=NC=NC=C2C3=CC=CC=C3OC,25.1189
1029,3234181,C1CN(CCC12CCN(CC2)C(=O)C3=CC=NC=C3)C4=CC=CC=N4,1
1030,3234182,COC(=O)N1CCC2(CCN(CC2)C(=O)NC3=CC(=CC=C3)F)CC1,5.01187
1031,3234183,CN1C=CC=C1C(=O)N2CCC[C@]3(C2)CCN(C3)C4=CC=CC(=C4)C5=CC=CC=C5,12.5893
1032,3234184,C1=CC=C(C(=C1)C2=CC3=C(C=C2)N=CN=C3NCC4=CN=CC=C4)Cl,0.01
1033,3234189,CC1=CC=CC=C1C2=NC=CC(=N2)NCCOC,15.8489
1034,3234190,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CS3)CC4=CC=CS4,10
1035,3234192,C1OC2=C(O1)C=C(C=C2)C3=CC4=C(C=C3)N=CN=C4NCC5=CC=CC=C5,3.16228
1036,3234194,COCC(=O)N1CCC[C@]2(C1)CCN(C2)C3=CC=CC=C3,25.1189
1037,3234198,CC1=C(C(=NO1)C)C2=NC3=CC=CC=C3C(=N2)NC,3.98107
1038,3234199,CC1=CC=CC=C1C2=NC3=CC=CC=C3C(=N2)NCC4=CC=CS4,7.94328
1039,3234200,COCC(=O)N1CCC2(CCCN(C2)C3=CC=CC(=C3)C4=CC=CC=C4)CC1,15.8489
1040,3234210,COC1=CC=CC(=C1)C2=CC3=C(C=C2)N=CN=C3NCC4=CC=CC=C4OC,3.16228
1041,3234211,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)F)OCC4=CC=CC=C4,10
1042,3234213,C1=CC(=CC=C1CN2C3=NC=NC=C3N=C(C2=O)C4=CC(=C(C=C4)F)F)F,10
1043,3234216,C1CN(CCN1)C2=NC=C3C(=N2)N(C(=O)C=N3)CC4=CC=C(C=C4)F,1000000
1044,3234217,COC1=CC=CC(=C1)CN2C3=NC(=NC=C3N=C(C2=O)C4=CC=CC(=C4)C#N)OC,10
1045,3234219,CN(C)CC1=CC=CC=C1C2=CN=CN=C2NC3=CC=NC=C3,3.98107
1046,3234220,CN1C=C(C2=CC=CC=C21)C3=NC4=CN=CN=C4N(C3=O)C5=CC=C(C=C5)OC,15.8489
1047,3234224,COC1=CC2=C(C=C1)NC=C2CCNC3=NC(=NC4=CC=CC=C43)C5=CC(=CC=C5)NS(=O)(=O)C,1.99526
1048,3234226,CC1=NC2=CN=C(N=C2N(C1=O)C3=CC=CC=C3)OC,39.8107
1049,3234229,COC1=CC=CC(=C1)CN2C3=NC=NC=C3N=C(C2=O)C4=CC=C(C=C4)Cl,15.8489
1050,3234233,CC1=CC(=CC=C1)CNC2=NC(=NC=C2)C3=COC=C3,10
1051,3234237,CN(CC1=CC=CO1)C2=NC(=NC=C2)C3=CC(=CC=C3)OC,5.01187
1052,3234239,CN(C)C1=CC=C(C=C1)C2=CN=CN=C2NC3=CC=C(C=C3)F,0.794328
1053,3234241,C1=CC=C(C(=C1)C2=NC3=CC=CC=C3C(=N2)NCC4=CN=CC=C4)C(F)(F)F,3.98107
1054,3234243,CN(CC1=CC=CO1)C2=NC=NC(=C2)C3=COC=C3,12.5893
1055,3234246,C1CC2(CCN(CC2)C(=O)C3=CC=NC=C3)CN(C1)C4=CC=CC=C4,1.25893
1056,3234247,C1CC1N2C3=NC(=NC=C3N=C(C2=O)C4=CC=CS4)OC5=CC(=CC=C5)Cl,7.94328
1057,3234248,CS(=O)(=O)N1CCC[C@]2(C1)CCN(C2)C(C3=CC=CC=C3)C4=CC=CC=C4,3.16228
1058,3234252,CC1=CC=CC=C1C2=CN=CN=C2NC3=CC=CC=C3,3.16228
1059,3234253,C1COCCN1CCNC2=NC=NC3=C2C=C(C=C3)C4=CC=CC=C4C(F)(F)F,39.8107
1060,3234254,CC(=O)NCCNC1=NC=NC=C1C2=CC=CC=C2OC,39.8107
1061,3234257,C1C[C@@]2(CCN(C2)CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)CN(C1)C(=O)C4=CSN=N4,15.8489
1062,3234262,COC1=CC=CC=C1C2=NC3=CC=CC=C3C(=N2)NCCC4=CN=CN4,5.01187
1063,3234264,C1CN(CCN1)C2=NC=NC3=C2C=C(C=C3)C4=CC5=C(C=C4)OCO5,12.5893
1064,3234265,COC1=CC=CC=C1CNC2=NC=NC3=C2C=C(C=C3)C4=CC=CC=C4C#N,7.94328
1065,3234266,COC1=CC2=C(C=C1)NC=C2CCNC3=NC=NC(=C3)C4=CC(=CC=C4)OC,0.501187
1066,3234268,COC1=CC(=C(C=C1)CNC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4OC)OC,19.9526
1067,3234269,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)OC)OC,39.8107
1068,3234271,C1CN(CCC12CCN(CC2)C(=O)C3=CC(=CC=C3)F)CC4=NC=CS4,1.58489
1069,3234272,CN(C)C1=CC=C(C=C1)C2=CC3=C(C=C2)N=CN=C3N4CCNCC4,25.1189
1070,3234274,CN(C)C(=O)C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC=NC=C4,39.8107
1071,3234275,CC(=O)N1CCC2(CCCN(C2)CC3=NC=CS3)CC1,5.01187
1072,3234276,C1CN(CCC12CCN(CC2)C(=O)C3=CC=CO3)C4=CC=CC=N4,31.6228
1073,3234277,CC1=C(C(=NO1)C)C2=NC=CC(=N2)N3C=CN=C3,3.98107
1074,3234282,CN1CCN(CC1)C2=NC(=NC3=CC=CC=C32)C4=CC5=C(C=C4)OCO5,39.8107
1075,3234285,COC1=CC=CC=C1CNC2=NC=NC(=C2)C3=COC=C3,12.5893
1076,3234286,CC1=CN=C(C=N1)CNC2=NC=NC(=C2)C3=CC=CC=C3C(F)(F)F,39.8107
1077,3234287,COCCN1C2=NC(=NC=C2N=C(C1=O)CCC3=CC=CC=C3)OCC4=CC=CC=C4,25.1189
1078,3234290,COC1=CC=CC(=C1)CN2C3=NC=NC=C3N=C(C2=O)C4=CC=CS4,5.01187
1079,3234292,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)OC)C5=CC=C(C=C5)OC,3.16228
1080,3234298,CN(C)C(=O)C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)N4CCOCC4,31.6228
1081,3234300,CN1CCN(CC1)C2=NC=NC3=C2C=C(C=C3)C4=CC(=CC=C4)OC,31.6228
1082,3234303,CC1=C(C(=NO1)C)C(=O)N2CCC3(CCCN(C3)CC(C)C)CC2,39.8107
1083,3234306,CC1=NC2=CN=C(N=C2N(C1=O)CCOC)OC3=CC(=CC=C3)Cl,19.9526
1084,3234308,C1CC2(CCN(CC2)C(=O)OC3=CC=CC=C3)CN(C1)C(=O)NC4=CC(=CC=C4)F,25.1189
1085,3234309,COCCNC1=NC=NC(=C1)C2=CC=CC=C2C(F)(F)F,7.94328
1086,3234310,COC1=CC=CC(=C1)CN2C(=O)C=NC3=CN=C(N=C32)OC4=CC=CC=C4,5.01187
1087,3234316,CS(=O)(=O)N1CCC2(CC1)CN(C2)C3=CC=NC=C3,19.9526
1088,3234318,C1=CC=C(C=C1)CN2C3=NC=NC=C3N=C(C2=O)C4=CC=C(C=C4)Cl,25.1189
1089,3234319,C1CC2(CCN(CC2)C(=O)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)CN(C1)C4=NC=CC=N4,19.9526
1090,3234320,CC1=C(C(=NO1)C)C(=O)N2CCC3(CCN(CC3)C4=CC=CC=N4)CC2,39.8107
1091,3234321,CN1C=CC=C1C(=O)N2CCC3(CCCN(C3)C4=CC=CC=N4)CC2,12.5893
1092,3234325,CNC1=NC(=NC2=CC=CC=C21)C3=CC4=C(C=C3)OCO4,3.98107
1093,3234326,CC(=O)NCCNC1=NC=NC2=C1C=C(C=C2)C3=CC=CC=C3C#N,10
1094,3234327,C1=CC=C(C=C1)CNC2=NC(=NC=C2)C3=CC=CC=C3Cl,7.94328
1095,3234329,COC1=CC(=C(C=C1)CNC2=NC=NC(=C2)C3=CC(=CC=C3)OC)OC,5.01187
1096,3234331,C1COCCN1CCNC2=NC=NC3=C2C=C(C=C3)C4=CC5=C(C=C4)OCO5,39.8107
1097,3234334,C1CN(CCC12CN(C2)CC3=CC=NC=C3)C(=O)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F,12.5893
1098,3234336,CC1=NC2=CN=C(N=C2N(C1=O)C3=CC=C(C=C3)OC)OC4=CC(=CC=C4)Cl,39.8107
1099,3234338,C1CN(CCC12CN(C2)C3=CC=NC=C3)C(=O)C4=CC=NC=C4,12.5893
1100,3234345,CC1=CC(=CC=C1)CNC2=NC=NC3=C2C=C(C=C3)C4=COC=C4,7.94328
1101,3234352,COCCN1C2=NC(=NC=C2N=C(C1=O)CCC3=CC=CC=C3)OC4=CC(=CC=C4)Cl,15.8489
1102,3234355,CC1=CC=CC=C1C2=CC(=NC=N2)NCCC3=CNC4=C3C=C(C=C4)OC,7.94328
1103,3234356,CC1=C(C(=NO1)C)C2=NC3=CC=CC=C3C(=N2)NCCN4CCOCC4,7.94328
1104,3234357,CC1=CC(=CC=C1)CNC2=NC=NC(=C2)C3=CC=CC=C3C,3.16228
1105,3234363,COC1=CC=CC(=C1)C2=CC(=NC=N2)NCC3=CC=CS3,25.1189
1106,3234364,COC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC(=CC(=C3)F)F)C[C@H]4CCCO4,31.6228
1107,3234365,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CC=C3)C4CC4,39.8107
1108,3234366,C1CN(CCC12CN(C2)C3=CC=CC=C3)C(=O)OC4=CC=CC=C4,15.8489
1109,3234370,C1C[C@@]2(CCN(C2)C(=O)NC3=CC(=CC=C3)F)CN(C1)S(=O)(=O)C4=CC=CC=C4,10
1110,3234371,CN(C)CC1=CC=CC=C1C2=CN=CN=C2NC3=CC=C(C=C3)F,15.8489
1111,3234373,COC1=CC=CC=C1CNC2=NC(=NC=C2)C3=CC(=CC=C3)NS(=O)(=O)C,15.8489
1112,3234374,CC1=NC2=CN=C(N=C2N(C1=O)CC3=CC(=CC=C3)OC)OC4=CC=C(C=C4)OC,12.5893
1113,3234375,CC(=O)N1CCC2(CCCN(C2)C3=CC=CC=C3)CC1,25.1189
1114,3234377,CC1=CC(=CC=C1)CNC2=NC=NC(=C2)C3=CN=CC=C3,7.94328
1115,3234378,C1CC2(CCN(CC2)C(=O)C3=NC=CN=C3)CN(C1)C4=CC=CC(=C4)C5=CC=CC=C5,7.94328
1116,3234380,CN(C)C1=CC=C(C=C1)C2=NC=CC(=N2)NC3=CC=C(C=C3)F,3.16228
1117,3234381,CNC1=NC(=NC2=CC=CC=C21)C3=CC=CC=C3C(F)(F)F,31.6228
1118,3234391,C1CN(CCN1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)Cl)CC5=CC=C(C=C5)F,39.8107
1119,3234392,CC1=CC(=CC=C1)CNC2=NC=NC(=C2)C3=COC=C3,10
1120,3234393,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)Cl)OC,1000000
1121,3234399,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CS3)OC4=CC=C(C=C4)OC,15.8489
1122,3234400,CC1=C(C(=NO1)C)C2=NC=CC(=N2)NC3=CC=C(C=C3)F,3.98107
1123,3234405,CC1=CC=CC=C1C2=CC(=NC=N2)NC,12.5893
1124,3234407,C1CN(CCN1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CS4)CCC5=CC=CC=C5,3.16228
1125,3234408,CC1=C(C(=NO1)C)C2=NC3=CC=CC=C3C(=N2)NCC4=C(C=C(C=C4)OC)OC,3.16228
1126,3234412,COCC(=O)N1CCC2(CCN(CC2)CC3=CC=NC=C3)CC1,0.0251189
1127,3234414,C1CN(CCC12CN(C2)C3=CC=C(C=C3)C4=CC=CC=C4)C(=O)C5=CC=NC=C5,2.51189
1128,3234415,CNC1=NC(=NC=C1)C2=CC=CC=C2C(F)(F)F,25.1189
1129,3234416,C1=CC(=CC=C1NC2=NC(=NC=C2)C3=COC=C3)F,12.5893
1130,3234419,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)Cl)OC4=CC(=CC=C4)Cl,15.8489
1131,3234420,COC1=CC(=C(C=C1)CNC2=NC=NC(=C2)C3=CC=CC=C3OC)OC,1.99526
1132,3234423,C1C[C@@]2(CCN(C2)CC3=CC=C(C=C3)C#N)CN(C1)C(=O)C4=CC=NC=C4,12.5893
1133,3234427,COC1=CC=CC=C1C2=NC3=CC=CC=C3C(=N2)NCC4=CN=CC=C4,39.8107
1134,3234429,COC1=CC=CC=C1CNC2=NC=NC(=C2)C3=CC(=CC=C3)NS(=O)(=O)C,19.9526
1135,3234430,COC1=CC=CC=C1CNC2=NC(=NC=C2)C3=CC4=C(C=C3)OCO4,3.16228
1136,3234432,C1CN(CCN1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC(=CC(=C4)F)F)CC5=CC=C(C=C5)F,31.6228
1137,3234433,C1CC2(CCN(CC2)C(=O)C3=CC=NC=C3)CN(C1)CC4=NC=CS4,15.8489
1138,3234437,CC1=CC(=CC=C1)CNC2=NC(=NC3=CC=CC=C32)C4=C(ON=C4C)C,3.16228
1139,3234439,CN(CC1=CC=CO1)C2=NC(=NC3=CC=CC=C32)C4=CC(=CC=C4)OC,19.9526
1140,3234440,CN(C)C1=CC=C(C=C1)C2=CN=CN=C2NCCC3=CN=CN3,0.0794328
1141,3234441,COC1=CC=CC(=C1)C2=CC3=C(C=C2)N=CN=C3NC4CC4,1.25893
1142,3234442,CC1=CN=C(C=N1)CNC2=NC(=NC3=CC=CC=C32)C4=CC=C(C=C4)N(C)C,12.5893
1143,3234447,COC1=NC=C2C(=N1)N(C(=O)C(=N2)CCC3=CC=CC=C3)CC4=CC=C(C=C4)F,12.5893
1144,3234450,CN(CC1=CC=CO1)C2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4Cl,15.8489
1145,3234452,C1CNCCC12CCN(CC2)C3=CC=CC=N3,25.1189
1146,3234454,C1CC2(CCN(CC2)C(=O)C3=NC=CN=C3)CN(C1)CC4=NC=CS4,15.8489
1147,3234455,CN(CC1=CC=CO1)C2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4OC,19.9526
1148,3234456,CC1=CN=C(C=N1)CNC2=NC=NC3=C2C=C(C=C3)C4=CC=C(C=C4)N(C)C,15.8489
1149,3234458,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)CCC3=CC=CC=C3)C4CC4,6.30957
1150,3234460,CN1C=CC=C1C(=O)N2CCC3(CCCN(C3)C4=CC=NC=C4)CC2,10
1151,3234462,CC1=C(C(=NO1)C)C2=CC3=C(C=C2)N=CN=C3NCC4=CC=CS4,1.25893
1152,3234464,CC1=CC=CC=C1C2=CC3=C(C=C2)N=CN=C3NCC4=CC=CS4,1.99526
1153,3234466,C1CC2(CCN(CC2)C(=O)C3=CSN=N3)CN(C1)C(=O)NC4=CC(=CC=C4)F,1.25893
1154,3234468,C1CC2(CCN(CC2)C(=O)C3=CC=CO3)CN(C1)CC4=CC=C(C=C4)C#N,25.1189
1155,3234469,COC1=CC=CC=C1C2=NC=CC(=N2)NC3=CC=C(C=C3)F,10
1156,3234470,CCNC1=NC=C2C(=N1)N(C(=O)C=N2)CC3=CC(=CC=C3)OC,1.99526
1157,3234471,CN1C=CC=C1C(=O)N2CCC3(CC2)CN(C3)CC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F,1000000
1158,3234473,C1C[C@@H](OC1)CN2C3=NC(=NC=C3N=C(C2=O)C4=CC=C(C=C4)F)OC5=CC(=CC=C5)Cl,39.8107
1159,3234475,COC1=CC2=C(C=C1)NC=C2CCNC3=NC=NC4=C3C=C(C=C4)C5=CC=CC=C5OC,1.99526
1160,3234476,COC1=CC(=C(C=C1)CNC2=NC=NC3=C2C=C(C=C3)C4=CC=CC=C4OC)OC,7.94328
1161,3234478,C1CN(CCC12CN(C2)C(=O)NC3=CC=CC(=C3)C#N)C(=O)OC4=CC=CC=C4,12.5893
1162,3234479,CC1=CC(=CC=C1)CNC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4CN(C)C,1000000
1163,3234484,COC1=CC=CC(=C1)CN2C3=NC=NC=C3N=C(C2=O)C4=CC=CC=C4,15.8489
1164,3234485,COCCN1C2=NC(=NC=C2N=C(C1=O)CCC3=CC=CC=C3)OC,0.794328
1165,3234487,CC1=C(C(=NO1)C)C2=CN=CN=C2N(C)CC3=CC=CO3,2.51189
1166,3234488,C1=CC=C(C=C1)CN2C3=NC=NC=C3N=C(C2=O)C4=CC(=CC(=C4)F)F,6.30957
1167,3234489,COC1=CC=CC(=C1)C2=CC(=NC=N2)NCC3=CN=CC=C3,10
1168,3234490,C1=CC=C(C(=C1)C#N)C2=CC3=C(C=C2)N=CN=C3NCC4=CC=CS4,39.8107
1169,3234492,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)CCC3=CC=CC=C3)CCC4=CC=CC=C4,3.98107
1170,3234495,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CS3)OC4=CC=CC=C4,10
1171,3234498,CN(C)C(=O)C1=CC=C(C=C1)C2=CC3=C(C=C2)N=CN=C3NCC4=C(C=C(C=C4)OC)OC,15.8489
1172,3234499,C1=CC=C2C(=C1)C(=NC(=N2)C3=COC=C3)NCC4=CN=CC=C4,19.9526
1173,3234501,COC1=CC(=C(C=C1)CNC2=NC=NC=C2C3=CC(=CC=C3)OC)OC,1.25893
1174,3234507,CN(C)C(=O)C1=CC=C(C=C1)C2=CC3=C(C=C2)N=CN=C3N(C)CC4=CC=CO4,31.6228
1175,3234511,CN(CC1=CC=CO1)C2=NC=NC=C2C3=CC=CC=C3OC,7.94328
1176,3234513,CN(C)C1=CC=C(C=C1)C2=CN=CN=C2NCC3=CC=CS3,0.630957
1177,3234516,C1CN(CCC12CCN(CC2)C(=O)C3=CC=NC=C3)C4=CC=CC(=C4)C5=CC=CC=C5,25.1189
1178,3234518,C1=CC(=CN=C1)CNC2=NC=NC3=C2C=C(C=C3)C4=CN=CC=C4,0.00316228
1179,3234520,CC1=CC=CC=C1C2=NC3=CC=CC=C3C(=N2)N(C)C,19.9526
1180,3234522,CN1C(=O)C=NC2=CN=C(N=C21)OC3=CC=C(C=C3)OC,31.6228
1181,3234524,CN1C(=O)C=NC2=CN=C(N=C21)OC3=CC=CC=C3,39.8107
1182,3234528,COC(=O)N1CCC2(CC1)CN(C2)C3=CC=CC=C3,6.30957
1183,3234529,CN1C2=NC(=NC=C2N=C(C1=O)CCC3=CC=CC=C3)NC4=CC(=CC=C4)OC,39.8107
1184,3234531,CC1=CN=C(C=N1)CNC2=NC=NC3=C2C=C(C=C3)C4=CC=CC=C4CN(C)C,31.6228
1185,3234534,CS(=O)(=O)NC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)N4C=CN=C4,10
1186,3234536,C1=CC=C(C(=C1)CN2C3=NC=NC=C3N=C(C2=O)C4=CC(=CC=C4)Cl)Cl,5.01187
1187,3234537,C1=CC=C(C=C1)OC2=NC=C3C(=N2)N(C(=O)C=N3)CC4=CC=C(C=C4)F,2.51189
1188,3234541,C1C[C@@]2(CCN(C2)CC3=NC=CS3)CN(C1)C(=O)C4=CC(=CC=C4)F,2.51189
1189,3234545,CC(C)NC(=O)N1CC[C@]2(C1)CCCN(C2)S(=O)(=O)C,39.8107
1190,3234548,COC1=CC=CC=C1CCN2C3=NC=NC=C3N=C(C2=O)C4=CC(=CC=C4)Cl,0.251189
1191,3234549,C1CC2(CCN(CC2)C(=O)C3=CC=CO3)CN(C1)C(=O)NC4=CC=CC(=C4)C#N,12.5893
1192,3234551,COC1=CC=CC(=C1)NC2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CS4)C[C@H]5CCCO5,1000000
1193,3234552,C1=CC=C(C=C1)CNC2=NC(=NC=C2)C3=CC=CC=C3C(F)(F)F,6.30957
1194,3234553,COC1=CC(=C(C=C1)CNC2=NC(=NC=C2)C3=CC=CC(=C3)C#N)OC,3.98107
1195,3234554,CN(C)C1=CC=C(C=C1)C2=CC3=C(C=C2)N=CN=C3N4C=CN=C4,10
1196,3234558,CC1=C(C(=NO1)C)C2=NC3=CC=CC=C3C(=N2)NC4CC4,15.8489
1197,3234559,C1CC2(CCN(CC2)C(=O)C3=CSN=N3)CN(C1)C4=CC=NC=C4,25.1189
1198,3234561,CN(C)C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)NCCN4CCOCC4,39.8107
1199,3234562,COC1=CC=CC(=C1)CN2C3=NC(=NC=C3N=C(C2=O)C4=CC=CS4)N5CCNCC5,31.6228
1200,3234564,C1OC2=C(O1)C=C(C=C2)C3=NC4=CC=CC=C4C(=N3)NC5=CC=CC=C5,3.16228
1201,3234565,CN(C)C1=NC=C2C(=N1)N(C(=O)C=N2)CC3=CC(=CC=C3)OC,2.51189
1202,3234568,COC1=CC=CC=C1CNC2=NC=NC=C2C3=CC=CC=C3OC,0.125893
1203,3234571,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)CCC3=CC=CC=C3)CC4=CC=CS4,6.30957
1204,3234573,CC1=C(C(=NO1)C)C2=CC3=C(C=C2)N=CN=C3NC4CC4,5.01187
1205,3234576,CN(C)C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC=NC=C4,10
