,PUBCHEM_CID,smile_1851,p450-cyp2c9-Potency
2134,281255,C1=CC=C2C(=C1)C3=CC(=C(C=C3C2=O)[N+](=O)[O-])[N+](=O)[O-],1.58489
2135,281366,C1=CC(=C(N=C1)N=NC2=CC=C(C=C2)S(=O)(=O)N)O,6.30957
2136,281376,C1=CC(=CC=C1N=NC2=CNC(=O)C(=C2)O)S(=O)(=O)N,6.30957
2137,281413,C1=CNC(=O)C(=C1)N=NC2=CC=C(C=C2)S(=O)(=O)N,3.16228
2138,3246466,CCC1=C(C[C@H]2C3=CC=CC=C3CCN2C1)C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC,3.16228
2139,3246467,C1CCN(CC1)[C@@H]2[C@H](S(=O)(=O)[C@H]2C3=CC=CC=C3)[C@H]4CC5C6=CC=CC=C6C4C7=CC=CC=C57,7.94328
2140,246977,CC1=CC(=CC(=C1O)C(C)(C)C)C2=CC(=C(C(=C2)C)O)C(C)(C)C,5.01187
2141,3246468,C1CC2=C([C@H]([C@H]1C(=O)O)C3=CC=CC4=CC=CC=C43)C5=CC=CC=C5C=C2,7.94328
2142,282671,COC1=CC(=C(C=C1)OC)C2=NC3=CC4=CC=CC=C4C=C3C(=C2)C(=O)O,3.16228
2143,283211,C1=CC=C(C(=C1)NN(CC2=CC=NC=C2)C3=CC=CC=C3Cl)Cl,1.58489
2144,283213,C1=CC=C(C=C1)NN(CC2=NC=CN=C2)C3=CC=CC=C3,3.16228
2145,3246478,C1[C@H]([C@@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O[C@@]4([C@H]([C@H](C5=C(C=C(C=C5O4)O)O)O)O)C6=CC(=C(C(=C6)O)O)O,6.30957
2146,5771631,C1=CC=C2C(=C1)C=CC=C2/C(=C/C3=CC=NC=C3)/C(=O)O,3.16228
2147,5771632,C1=CC=C2C(=C1)C=CC=C2/C(=C/C3=CC=NC=C3)/C(=O)N,2.51189
2148,5771633,C[C@@H]1C=C/C=C(\C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@@](O4)(OC=C[C@H]([C@H]([C@H]([C@H]([C@@H]([C@H]([C@@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)CN5CCN(CC5)C)/C,6.30957
2149,85040,C1=CC(=NC=C1C(=O)O)SSC2=NC=C(C=C2)C(=O)O,1.58489
2150,5771636,C1CCC(CC1)N[C@H]\2C3=CC=CC=C3C(=O)/C2=C/C4=CC=CC=C4,3.98107
2151,3246487,C1=CC=C2C(=C1)C(=CC=N2)[C@@H]([C@@H](C(=O)C3=CC=C(C=C3)[N+](=O)[O-])Br)Br,3.16228
2152,3246488,C[C@@H]([C@@H](C1=CC=CC=C1)N2CCOCC2)C(=O)C3=CC=CC=C3,1000000
2153,3246490,C1=CC=C(C=C1)[C@@H]2N[C@@H](SC(=S)N2)C3=CC=CC=C3,1.99526
2154,290763,CC1=CC=C(C=C1)S(=O)(=O)O.C1=CC(=CC=C1CC(=O)OCN)Br,1.99526
2155,148869,CS(=O)(=O)NC1=CC=C(C=C1)NC2=C3C=CC=CC3=NC4=CC=CC=C42.CS(=O)(=O)O,6.30957
2156,3246498,CC1=C2C=CC=C(C2=C3C[S+](C4=CC=CC1=C34)C5=CC=CC=C5)SC6=CC=CC=C6,2.51189
2157,54677783,CC(C)C1=CC=C(C=C1)C(C2=C(C3=CC=CC=C3OC2=O)O)C4=C(C5=CC=CC=C5OC4=O)O,3.16228
2158,3246501,C1=CC=C(C=C1)SCC(=S)NC2=CC=CC3=CC=CC=C32,1000000
2159,54677784,CC1=CCCC([C@]12CC3=C4C2=C(C=C(C4=C(C5=C3[C@@H]([C@]6(CC(=O)C(=C([C@@]6(C5=O)O)O)C(=O)N)O)O)O)O)OC)(C)C,3.16228
2160,5771645,CC[C@H](C(=O)C1=CC=CS1)C(C(F)(F)F)(C(F)(F)F)O,7.94328
2161,294609,CC1=C2C=CN=CC2=C(C3=C1N(C4=CC=CC=C43)CCOC(=O)C5=CC=CC=C5)C,3.16228
2162,296473,C1COCCN1CCCN2C3=C(N=C(C(=N3)Cl)Cl)N=C2C(F)(F)F,2.51189
2163,296474,CCOC(=O)CN1C2=C(N=C(C(=N2)Cl)Cl)N=C1C(F)(F)F,0.794328
2164,135485447,C/C(=N/NC1=NC2=CC=CC=C2C=C1)/C3=CC=CC=C3O,2.51189
2165,135485449,C1=CC=C2C(=C1)C=CC(=N2)N/N=C\C3=C(C(=CC=C3)[N+](=O)[O-])O,1
2166,5383457,CCCCSCC1=NC2=C(N1)N=C(C(=N2)Cl)Cl,0.501187
2167,425241,C1=C(C=C(C(=C1Cl)O)Cl)C(C2=CC(=C(C(=C2)Cl)O)Cl)C(C3=CC(=C(C(=C3)Cl)O)Cl)C4=CC(=C(C(=C4)Cl)O)Cl,0.1
2168,135485450,C[C@@H]1[C@@H](/C=C\O[C@@]2(C(=O)C3=C(O2)C(=C(C4=C3C(=N[C@H]5CC[C@@H](O[C@@H]5C)O)C=C(C4=O)NC(=O)/C(=C\C(=O)[C@@H]6C[C@@H]6[C@H]([C@@H]([C@H]([C@@H]([C@@H]1OC(=O)C)C)O)C)O)/C)O)C)C)OC,3.98107
2169,5383615,C1=CC(=CC(=C1)C(F)(F)F)C2=NC3=C(N2)N=C(C(=N3)Cl)Cl,3.98107
2170,3246542,C1=CN=CC=C1C(=O)O.C1=CN=CC=C1C(=O)O.Cl[Pt](Cl)(Cl)Cl,1.25893
2171,3246543,C1=CN=CC=C1CO.C1=CN=CC=C1CO.Cl[Pt](Cl)(Cl)Cl,1
2172,3246546,C1C[C@@H]2C[C@H]1C[C@H]2N=C(CSS(=O)(=O)O)N,7.94328
2173,302937,CC1=C(C=CC(=C1)Cl)OCC(=O)OC2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,1.58489
2174,3246551,C[C@@H]([C@@H](C1=CC2=C(C=C1)OCO2)OCC(C)C)Br,1.99526
2175,304736,C1N2CN(CN1CN(C2)S(=O)(=O)C3=CC=CC=C3)S(=O)(=O)C4=CC=CC=C4,0.630957
2176,3246556,C[C@@H](C1=CC=C(C=C1)C2=CC=CC=C2)NC(=O)C3=CC(=C(C=C3)Cl)Cl,3.16228
2177,3246560,C1=CC2=C(C=C1Cl)C(=CS2(=O)=O)C[C@@H](C(=O)O)N,6.30957
2178,54677785,C1=CC=C(C=C1)[C@@H](CC(=O)C2=CC=CC=C2)C3=C(C4=CC=CC=C4OC3=O)O,0.630957
2179,3003880,C(C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)SC2=NC(=S)NC(=O)N2,1.25893
2180,427265,C1=CC(=CC=C1C2=CC=C(C=C2)C3=NC4=C(C=C(C=C4)Cl)C(=C3)C(=O)O)C5=NC6=C(C=C(C=C6)Cl)C(=C5)C(=O)O,3.16228
2181,3246573,CCNC(C)(C)[C@H](C1=CC=C(C=C1)Br)SS,6.30957
2182,313612,C1=CC=C(C=C1)CS(=O)(=O)C2=CC=C(C3=NON=C23)[N+](=O)[O-],0.316228
2183,99601,CCCCN1CN(C(=S)SC1)CC2=CC=CC=C2,7.94328
2184,320994,C1=CC2=C(C=C1NC(=O)C3=C(C(=C(C(=C3Cl)Cl)Cl)Cl)C(=O)O)NN=C2,0.0794328
2185,3246591,CC1=CC=C(C=C1)C2=NC3=CC=CC=C3S[C@H](C2)C4=CC(=CC=C4)[N+](=O)[O-],3.98107
2186,322778,C1=CC=C(C=C1)C(=O)CON2C(=O)C3=CC=CC=C3C2=O,6.30957
2187,324974,C1=CC=C2C(=C1)C(=CC(=C2O)C(=O)O)C(=O)C(=O)C3=CC(=C(C4=CC=CC=C43)O)C(=O)O,0.316228
2188,431425,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC(=C3O2)CSC(=N)N,1000000
2189,3246599,C[C@@H]1C2=C(C[C@@H](O1)CC(=O)O)C(=O)C3=C(C2=O)C(=O)C=C(C3=O)C4=CC(=C5C(=C4O)C(=C6C[C@@H](O[C@@H](C6=C5O)C)CC(=O)O)O)O,7.94328
2190,327338,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2=CC=CC3=CC=CC=C32,0.398107
2191,5384034,C/C(=C\C1=CC=C(C=C1)Cl)/C(C)(C)C(=O)O,3.16228
2192,5771673,CC1=CC(=C2C(=C1)C(=C3CC/C(=C/C4=CC=C(C=C4)Cl)/C3=N2)[C@@H]([C@@H]5CCCCN5)O)C,1
2193,3959287,CC1=CC(=C(C=C1)NC(=[OH+])C2=CC3=CC=CC=C3C=C2O)C.CC1=CC(=C(C=C1)NC(=[OH+])C2=CC3=CC=CC=C3C=C2O)C.[Ni],3.16228
2194,135454079,CC1=NN(C(=C1N=NC2=C(C=C(C=C2)C3=CC(=C(C=C3)N=NC4=C(C5=C(C=C4)C(=CC(=C5N)S(=O)(=O)O)S(=O)(=O)O)O)O)O)O)C6=CC=C(C=C6)S(=O)(=O)O.[Cu].[Cu],6.30957
2195,115119,C(C[Se][Se]CCN)N,0.316228
2196,3246616,CN1CCC2=CC=CC=C2[C@@H]1CC3=CC=CC=C3NC(=O)C4=C(C5=CC=CC=C5S4)Cl,3.16228
2197,328931,CC1=C(C=CC(=C1)Cl)NC2=C(C(=C(S2)C(=O)C3=CC4=C(O3)C=CC(=C4)Cl)N)C#N,1.25893
2198,432556,C1=CC(=CC=C1C2=NOC(=N2)CSC(=N)N)Cl,3.98107
2199,5384156,CC1=CC(=C2C(=C1)CC(/C(=N\NC(=O)C3=CC=C(C=C3)OC)/C2=O)(C)C)C,6.30957
2200,329202,C1=CC=C(C(=C1)N)SCC2=CSC(=N2)C3=CC=C(C=C3)Cl,5.01187
2201,9595233,CC1=NC(=CC=C1)/C=N/[N-][C@@H]([S-])SC.CC1=NC(=CC=C1)/C=N/[N-]C(=S=[Cu])SC,0.251189
2202,330499,COC1=CC=C(C=C1)CSC2=C(C(=O)NC3(S2)CCCCC3)C#N,3.16228
2203,3246633,COC1=CC2=C(C=C1)C(=CC(=N2)NC(=S)NC3=CC=CC=C3)Cl,3.98107
2204,331177,C=CCSC1=NC2=CC=CC=C2C(=O)N1CC3=CC=CO3,3.98107
2205,3246636,CC[C@H](C1=CC=CC=C1)C2=C(C(=CC(=C2)C(C)(C)C)C(C)(C)C)O,7.94328
2206,3246637,CC(C)(C)C1=CC(=C(C(=C1)C(C)(C)C)O)[C@@H](C2=CC=C(C=C2)OC)NC3=CC=CC=N3,2.51189
2207,331715,CC1=CC(=C(C=C1)NC2=NN=C(O2)C3=CC4=C(C=C3)OCO4)C,7.94328
2208,331768,C1=CC=C2C(=C1)C(=O)OC(=N2)C3=CC=CC(=C3)CSC(=N)N,5.01187
2209,319187,CC1=CC(NC2=C1C=C(C=C2)CSC3=CC=CC=C3)(C)C,0.199526
2210,332061,C1=CC=C2C(=C1)C3=CC=CC=C3C4=C2N=C(N=N4)SC5=C(C(=O)C6=CC=CC=C6C5=O)Cl,3.98107
2211,3246641,C1=CC=C2C(=C1)C(=O)N([C@H](N2)C3=C(C(=CC(=C3)Cl)Cl)O)CCC4=CC=CC=N4,3.16228
2212,1372564,C1=CC(=CN=C1)/C=C\2/C(=O)N(C(=S)S2)CC3=CC=CO3,6.30957
2213,333274,CC(C)N(CC1=CC=CC=C1)S(=O)(=O)C2=NNC(=N2)C(C)(C)C,3.98107
2214,334142,C1=CC2=C(C=C1NN=C(C#N)C#N)NN=C2,2.51189
2215,433921,C1=CC=C2C(=C1)N=C(S2)SCC(=O)C3=C([N+]4=C(S3)SC5=CC=CC=C54)O,6.30957
2216,3246650,C1=CN(C=N1)CCCNC(=S)S,1.99526
2217,3246652,C1=C(C2=NON=C2C(=C1)SC3=NC(=NC4=C3NC=N4)N)[N+](=O)[O-],3.16228
2218,678668,C[C@H](C1=CC=C(C=C1)OC)C2=CC3=C(C=C2O)OCO3,1.58489
2219,3246666,CC1([C@@H]2CC[C@]1(C(=O)C2)CS(=O)(=O)O)C.CN1[C@H](CC(=NO)C[C@H]1C2=CC=CC=C2)C3=CC=CC=C3,1.58489
2220,3246670,COC1=CC=C(C=C1)[C@H](C2=CC3=C(C=C2O)OCO3)NC4=NC=CC=N4,3.16228
2221,3246671,C1=CC=C(C=C1)C[C@H](C2=CC=CC=C2)NC3=CN=CC=C3,3.16228
2222,3246673,C1OC2=C(O1)C=C(C=C2)[C@H](C[N+](=O)[O-])SC3=CC=CC=C3N,6.30957
2223,3246676,C1=CC=C2C(=C1)C(=CN2)CC[C@@H](CO)C3=CNC4=CC=CC=C43,3.98107
2224,3246677,CC1=CC2=C(C=C1C)NC3=C(N2)C(=O)[C@H](O3)C4=CNC5=C4C=C(C=C5)COC6=CC=CC=C6,7.94328
2225,3246681,C[C@@H]1C[C@@H](CN(C1)S(=O)(=O)C2=CC(=C(C(=C2)Cl)OC3=C(C=C(C=C3)[N+](=O)[O-])Cl)Cl)C,6.30957
2226,342550,CC1=C(C=CC(=C1)C(=O)CSC(=S)SC(C)(C)C)Cl,5.01187
2227,342553,CC(C)(C)C1=CC=C(C=C1)C2=NN=C(N2C3=CC=CC(=C3)C(F)(F)F)SCC4=CC=C(C=C4)Cl,3.16228
2228,2819118,C1=CC=NC(=C1)N/C=C(\C#N)/C(=O)C2=CC=CO2,3.16228
2229,72685,CC1=CC(=CC(=C1NC2=C(C3=C(C=C2O)OC4=CC(=O)C(=NC5=C(C=C(C=C5C)O)O)C(=C43)C)C)O)O,3.16228
2230,6367303,C[C@@H]1C2=CC=CC=C2CN3C1=C4C(=C3)C(=O)C5=C(C4=O)C=CC=C5OP(=O)(O)OCC6=CC=CC=C6.[Na],1.99526
2231,5771701,C[C@H](/C(=C/C1=CC2=C(C=C1)OCO2)/C(=O)O)C(=O)O,2.51189
2232,3246717,C[C@@H]1OC2=C(O1)C=C(C=C2)C(=O)C[C@H](C3=CC4=C(C=C3)OCO4)C(=O)O,6.30957
2233,364042,C1CC(=O)N(N=C1C2=CC=CC=C2)C3=NC4=CC=CC=C4S3,3.98107
2234,364212,C1C(=NN2C(=NN=C2S1)C3=CC=C(C=C3)Cl)C4=CC=C(O4)[N+](=O)[O-],7.94328
2235,5459165,CC(=O)/C(=C\C1=CC=CC=C1F)/C(=O)C2=CC=CC=C2,6.30957
2236,5771709,C1=CC=C(C(=C1)/C=C\2/C(=O)N(C(=O)N2)/C=C/3\C(=O)C4=CC=CC=C4OC3=O)O,1
2237,59453,C1=CC2=C(C=C1SSC3=CC4=C(C=C3)N=C(N4)C(F)(F)F)NC(=N2)C(F)(F)F,7.94328
2238,3004756,C1=CC=C2C(=C1)N=C(S2)/C(=C/NC(=S)C3=CC=NC=C3)/C#N,6.30957
2239,3004792,C1CN(C(=S)N1)/C=C(\C#N)/C(=O)C2=CC3=CC=CC=C3C=C2,3.16228
2240,381594,C1=CC2=C(C(=O)C(=CC2=O)NCCC3=CC(=C(C(=C3)Br)O)Br)N=C1,1.58489
2241,3246736,COC1=CC=C(C=C1)C2=CSC3=C2[N+]4=CCC=C4C3=O,6.30957
2242,387402,COC(=O)C1=CC=C(C=C1)CCC2=C(C=CC(=C2)O)O,7.94328
2243,389769,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)OC4=CC=CC=C4C5=C3SC(=C5C#N)NC(=O)C(F)(F)F,0.0501187
2244,971055,CN1C(=O)C2=CC=CC=C2C(=N1)C(=O)NC3CCCCC3,7.94328
2245,5771734,CCOC1=C(C=C(C=C1)/C(=C/2\C(N(C(=O)C2=O)CCCN3C=CN=C3)C4=CC=CS4)/O)Cl,5.01187
2246,2941207,CCOC(=O)N1CCN(CC1)C2=C(C3=C(C=CC(=C3)Cl)NC2=O)C4=CC=CC=C4,1.25893
2247,3250046,COC1=CC=C(C=C1)C(=O)C(C2=CC=CC=C2)OC(=O)CNC(=O)C3=CC=CO3,19.9526
2248,1016013,C1CCN(CC1)C2=NC(=NC(=N2)N3CCN(CC3)CCO)N4CCCCC4,15.8489
2249,879044,CC1=CC(=NN1C2=NC(=NC(=N2)NC(C)(C)C)NC(C)(C)C)C,8.91251
2250,888389,CC(C)(C(=O)NC1=CN=CC=C1)OC2=CC=C(C=C2)Cl,14.1254
2251,1204214,CN1C(=NN=N1)C2=CC(=C(C=C2)OC)S(=O)(=O)NC3=CC=C(C=C3)OC,25.1189
2252,2876514,CC1(CC2=C(CO1)C(=NC(=C2C#N)SCC3=CC=CC=C3)N4CCOCC4)C,0.707946
2253,759953,CCOC(=O)C1=C(SC=C1CC(C)C)NC=O,10
2254,2250430,CCCCC1=CC(=O)OC2=C1C=CC(=C2)OCC(=O)N(CC)CC,25.1189
2255,1310943,CC(C)(C)NS(=O)(=O)C1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)F,0.199526
2256,750416,CN1C=NN=C1SCC(=O)N2C3=CC=CC=C3C4=CC=CC=C42,0.00562341
2257,2169050,CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)CC3=CC=CC=C3C(F)(F)F,39.8107
2258,800911,COC1=CC=CC=C1C(=O)N2CCN(CC2)C3=CC=CC=N3,14.1254
2259,5291857,C/C(=C\C1=CC=CO1)/C2C(=C(OC3=NNC(=C23)C4=CC=CC=C4)N)C#N,0.0891251
2260,743004,CCCN1C2=C(C(=O)N(C(=O)N2)C)N=C1C3=CC=CC=C3,12.5893
2261,1216983,C1CCCN(CC1)S(=O)(=O)C2=CC=CC(=C2)C3=NN=C(O3)C4=CC=C(C=C4)Br,5.01187
2262,705460,CC1(CC2=C(C(=O)C1)C(=NN2)CC3=CC=CC=C3)C,14.1254
2263,2865995,CN(C1=CC=C(C=C1)C(=O)NCC2CCCO2)S(=O)(=O)C3=CC=CC=C3,25.1189
2264,1118172,COC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=CC=C2)CC(=O)N3CCCC3,1
2265,867980,CCN1C(=O)C2=C(N=C1SCC(=O)OC)SC3=C2CCC3,5.01187
2266,797507,C1COCCN1C2=CS(=O)(=O)C3=CC=CC=C32,39.8107
2267,768002,CN(C)C(=S)C1=CC(=C(C=C1)OC)OC,31.6228
2268,684207,CCOC(=O)C1=C(N(N=N1)C2=NON=C2N)C3=CC=CC=C3,10
2269,2891038,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)NCCCOC)C2=CC=C(C=C2)OC,11.2202
2270,779825,CN(CCC1=CC=CC=N1)CC2=C(C=C(C=C2)Cl)Cl,6.30957
2271,789519,C1=CC=C(C=C1)P(=O)(CC(=O)NN2C=NN=C2)C3=CC=CC=C3,12.5893
2272,1129966,C1CN(CCN1C2=CC=CC=N2)C(=O)CC3C4=CC=CC=C4OC5=CC=CC=C35,1.58489
2273,6894607,CC1=CC(=NN1C2=NN=C(N2/N=C/C3=CC=CC=C3OCC4=CC=CC=C4Cl)C)C,8.91251
2274,1252955,C1CCN(CC1)S(=O)(=O)C2=CSC(=C2)C(=O)NC3=CC=C(C=C3)F,12.5893
2275,5310683,CC1=CC=C(O1)C2/C(=C(\C3=CC=CC=C3)/O)/C(=O)C(=O)N2CCN4CCOCC4,7.07946
2276,2926761,C1=CC=C2C(=C1)C(=O)N(C(N2)C3=CC=NC=C3)C4=CC=CC=N4,1.12202
2277,792950,COC1=CC=C(C=C1)C(=O)NC2=CC(=CC(=C2)OC)OC,22.3872
2278,5310704,CC1=CC=C(O1)C2/C(=C(\C3=CC=C(C=C3)Cl)/O)/C(=O)C(=O)N2CC4CCCO4,22.3872
2279,701960,CC1=CC2=C(C3=C(CCCC3)C(=O)O2)C(=C1)OCC(=O)OC(C)C,1.99526
2280,783442,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=CC=C(O3)Br,11.2202
2281,768370,CC1=CC(=CC=C1)CN(C)CCC2=CC=CC=N2,0.354813
2282,2866107,CC1=CC=C(C=C1)N2C3=C(C(C(=C(O3)N)C#N)C4=CC=CO4)C(=N2)C,6.30957
2283,5147385,CCC1=C(OC2=C1C3=C(C=C2)C(=CC(=O)O3)C)C(C)O,7.94328
2284,2933833,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C3=NC4=CC=CC=C4C(=N3)NC5CCCC5,2.81838
2285,1357439,COC(=O)CSC1=NN=C2N1C3=C(C4=C(S3)CCCC4)C(=O)N2C5CCCCC5,11.2202
2286,535113,CCC(CC)(C#CCN1CCCCC1)OCCC#N,0.354813
2287,1183299,COC1=CC(=C(C=C1NC(=O)C2=CC3=CC=CC=C3O2)OC)Br,0.112202
2288,3796447,CN(C)C=NC1=CC2=NN(N=C2C=C1)C3=CC=CC=C3,15.8489
2289,1529409,CC(C)CC(=O)N1CCN(CC1)CC2=CC(=C(C(=C2)OC)OC)OC,28.1838
2290,775692,CC1=NN(C(=C1C(=O)O)C2=CC=CC=C2)C3=CC=CC=C3,1.12202
2291,1112897,COC1=CC(=CC(=C1OC)OC)CN2CCN(CC2)C(=O)COC3=CC=CC=C3,22.3872
2292,1111827,C1COCCN1C2=NC(=NC(=N2)NC3=NC(=CS3)C4=CC=CC=C4)N5CCOCC5,3.16228
2293,750885,COC1=CC2=C(CCC3=C2N=C(S3)NC(=O)C4=CC=CS4)C=C1,2.81838
2294,360857,C1=CC=C(C=C1)C2=CSC3=C2C4=NN=CN4C=N3,19.9526
2295,6860057,CC1=CC(=C(N1C2=CC=C(C=C2)OCC3=CC=CC=C3F)C)/C=N/N4C=NN=C4,4.46684
2296,2264736,CCCCC1CCC(CC1)C2=NC(=NO2)C3=CC=CC=N3,14.1254
2297,3787293,CC1=CC(=CC=C1)OCCCCCN2C=CN=C2,0.354813
2298,1230951,COC1=CC=C(C=C1)CC(=O)NC2=CC=C(C=C2)C3=NN=C(O3)C4=CC=CC=C4,0.223872
2299,684148,CCCC(=O)NC1=NN=C(S1)CC2=CC=CC=C2,10
2300,1312386,CC(=O)C1=CC(=CC=C1)NC(=O)CN(C2=CC(=CC=C2)OC)S(=O)(=O)C,25.1189
2301,1069571,CC1=CC(=C(C=C1)O)C2=CC(=NC(=N2)C3=CC=CC=C3)C(C(F)F)(F)F,7.07946
2302,1079187,CCC1=CC(=O)OC2=C1C=CC(=C2)OCC(=O)N3CCCC4=CC=CC=C43,1.12202
2303,9568070,CC1=C(N(C2=CC=CC=C12)CC3=CC=CC=C3)/N=C/C4=CC=CO4,14.1254
2304,1164916,C1CN(CC2=CC=CC=C21)C(=O)C3=NN4C(=CC(=NC4=C3)C5=CC=CO5)C(F)(F)F,4.46684
2305,2934026,COC1=CC(=CC(=C1OC)OC)C2C(=C(C(=O)N2CC3=CC=CO3)O)C(=O)C4=CC=CS4,25.1189
2306,789335,CC1=NOC(=N1)COC2=CC=C(C=C2)OCC3=NC(=NO3)C,39.8107
2307,789843,CCOC(=O)CC(=O)NC1=CC=CC=C1C(=O)O,39.8107
2308,2930202,CCC(C(=O)NC1CCCCC1)NC(=O)C2=CC=CC=C2NC(=O)C3=CC=CO3,7.07946
2309,2831718,C1C2=C(C(NC3=CC=CC=C3N2)C4=CC=C(C=C4)Br)C(=O)N1,8.91251
2310,742529,CC(C)CC(=O)N1CCN(CC1)CC2=CC(=CC=C2)F,0.0251189
2311,2923447,CC1=CC(=C(C=C1)OCCOCCN2C=CN=C2)Br,0.501187
2312,5342120,CC1=NN(C(=C1/C=N/O)N2CCCCC2)C3=CC=CC=C3,7.07946
2313,2872371,COC1=C(C=C(C=C1)C2=NC3=C(C=NN3C(=C2)C(F)(F)F)C(=O)NCC4CCCO4)OC,7.94328
2314,135431911,CN1C(=O)C=C(N=C1SCC(=O)NC2=CC=CC=C2)O,2.81838
2315,767400,CC(C)C1=CC(=CC(=C1O)C(C)C)NC2=CC(=CC=C2)O,3.54813
2316,783443,CCCN(CCO)CC1=CC(=C(C=C1)F)Br,0.125893
2317,1076034,COC1=C(C=C(C=C1)CCNC(=O)C2=CC=CC=C2NC(=O)C3=CC=CO3)OC,3.98107
2318,1357397,C1=CC=C(C(=C1)C2=CC=C(O2)/C=C\3/C(=O)N4C5=C(C=C(C=N5)Br)N=C4S3)C(=O)O,19.9526
2319,2936238,CC(C)C(C(=O)NC1=NCCS1)NC(=O)C23CC4CC(C2)CC(C4)C3,25.1189
2320,1353607,CC1=CC=C(C=C1)NC2=NC(=NC(=N2)N3CCOCC3)N4CCOCC4,8.91251
2321,555152,C1=CC=C(C=C1)OCP(=O)(COC2=CC=CC=C2)O,14.1254
2322,1184632,C1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC(=CN=C3)Br,14.1254
2323,2266566,C1=CC=C(C=C1)C2=C(OC(=C2C#N)NC(=O)CCN3C(=O)C4=CC=CC=C4C3=O)C5=CC=CC=C5,0.398107
2324,878043,C1=CC=C2C(=C1)C=CC(=N2)C(=O)NC3=CC=CC=C3C(=O)O,8.91251
2325,2802820,C1=CC=C(C=C1)C(=O)C(NC(=O)C2=CC=CC=C2)N3C=NC=CC3=O,8.91251
2326,796212,CC1=CC(=NC(=N1)C2=CC=CC=C2)OC3=CC=CC=C3,12.5893
2327,1244790,COC1=CC=C(C=C1)C2=NC3=CC(=NN3C(=C2)C(F)(F)F)C(=O)N4CCCCC4,25.1189
2328,781174,C1=CC=NC(=C1)NC(=O)NC2=CC(=CC=C2)F,25.1189
2329,1108159,COC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N3CCOCC3)OC,28.1838
2330,1022785,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3=CC4=C(C=C3)OCO4,1.41254
2331,1131718,COC1=C(C=C(C=C1)CN2CCN(CC2)C(=O)C3=CC=CS3)Br,39.8107
2332,2908945,CC1=C2C(C(=C(OC2=NN1)N)C#N)C3=CC(=C(C=C3)OC)CN4CCN(CC4)C5=CC=C(C=C5)F,35.4813
2333,2333,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br,0.00794328
2334,4386,C1=CC=C(C=C1)NC2=CC=CC=C2C(=O)O,15.8489
2335,6603696,C[C@@H](C(=O)OC(C)(C)CC1=CC=C(C=C1)Cl)N,39.8107
2336,5680,C1=CC2=C(C=CC=C2Cl)C(=C1)S(=O)(=O)NCCCCN,12.5893
2337,2259,C1=CC(=C(C=C1C(=C2C=CC(=O)C(=C2)C(=O)O)C3=CC(=C(C=C3)O)C(=O)O)C(=O)O)O,15.8489
2338,5681,C1=CC2=C(C=CC=C2Cl)C(=C1)S(=O)(=O)NCCCCCCN,12.5893
2339,736083,CN1CCC2=C3[C@@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O,39.8107
2340,6603710,CCS(=O)(=O)NC1=CC=CC(=C1)C(=C2CCCCC2)C3=CN=CN3,0.630957
2341,6603713,C[C@@]12CC[C@H](C[C@H]1CC[C@@H]3[C@@H]2CC[C@@]4([C@@H]3CC[C@H]4O)C)O,25.1189
2342,2157,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,0.0630957
2343,6603727,C[C@@H](COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2,31.6228
2344,6603729,C=CCN1CCC2=C(C(=C(C=C2[C@@H](C1)C3=CC=CC=C3)O)O)Br,31.6228
2345,6093303,CC(C)(C)[C@]1(CCN2C[C@@H]3C4=CC=CC=C4CCC5=C3C(=CC=C5)[C@@H]2C1)O,1.58489
2346,4177957,CC1=C(C2=C(N1C(=O)C3=CC=CC=C3)C=CC(=C2)OC)CC(=O)O,10
2347,4578,C1=CC=C(C=C1)COC2=NC(=NC3=C2NC=N3)N,39.8107
2348,6603757,C=CCN1CCC2=C(C(=C(C=C2[C@@H](C1)C3=CC=CC=C3)O)O)Cl,31.6228
