,PUBCHEM_CID,smile_1851,p450-cyp1a2-Potency
2609,3236297,CC1=CC(=NN1)NC(=O)CSC2=NC3=C(C(=O)N2CC4=CC=CC=N4)SC=C3,6.30957
2610,3236317,CC(=O)C1=CC=C(C=C1)NC(=O)C2CC(=NO2)C3=CC=C(C=C3)F,0.00794328
2611,6603308,CC1=CC2=C(C=C1C)N(C(=N2)C)CCCN.Cl,12.5893
2612,3236352,CC(=O)N1CCN(CC1)C(=S)C2=CC=C(O2)C3=CC=C(C=C3)OC,2.23872
2613,762544,C1=CC(=CC=C1C2=NC3=C(N2)C=CC(=C3Cl)N)N,0.794328
2614,3236356,COC1=C(C=C(C=C1)S(=O)(=O)NC2=CC(=CC=C2)Cl)OC,31.6228
2615,3236373,C1=CC2=C(C=CC3=C2C(=C1)C(=O)N(C3=O)O)Cl,3.16228
2616,3236389,CCCCCC1=NC2=C(O1)C3=CC=CC=C3NC2=O,0.398107
2617,3236392,CC(C)OC(=O)C1=C(N(N=N1)C2=NON=C2N)CSC3=CC=CC=N3,1.77828
2618,3236410,CCC(C)OC(=O)C1=C(NC(=O)CC1C2=CC=CC=C2OC)C,15.8489
2619,3236441,CCOC(=O)N1CCN(CC1)C(=O)C2=C(NC(=C2)C3=CC=C(C=C3)F)C,19.9526
2620,3236473,COC1=CC=C(C=C1)N2C(=NNC2=S)CNC(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCCC4,12.5893
2621,3236475,CCOC1=CC=CC=C1NC(=O)C2CC3=CC=CC=C3CN2S(=O)(=O)C,39.8107
2622,1517413,COC(=O)CN1C(=S)N(C(=N1)C2=CC=CC=C2)C3=CC=CC=C3,15.8489
2623,3236491,CCOC1=CC2=C(C=C1)N=C(S2)N3CCCCCC3,2.81838
2624,559643,CCN(CC)CCC1=C(NC(=C1C)C(=O)OCC)C(=O)O,39.8107
2625,3236513,C1=CC2=C(C(=O)N(C2=O)CC3=CC=C(C=C3)F)N=C1,17.7828
2626,3236543,CCC(CC)C(=O)NCC1=CC2=C(C=C1)N(C(=C2)C)C,3.98107
2627,3236544,CCN(CC)C1=CC=C(C=C1)NC(=O)CN2CCN(CC2)C3=CC=CC=C3F,28.1838
2628,3236580,CC1=CC=CC=C1CS(=O)(=O)CC2=CC=C(O2)C(=O)NCC3=CN=CC=C3,10
2629,3236589,CC1=C(C(N2C(=NC(=N2)SC)N1)C3=C(C=CC(=C3)Br)F)C(=O)N(C)C,25.1189
2630,3236601,COC1=CC=C(C=C1)CNC(=O)C2CC(=NO2)C3=CC=C(C=C3)OC,3.98107
2631,3236604,CC1CC2=CC=CC=C2N1C(=O)C3=CC4=C(N3C)N=C5C=CC=CN5C4=O,3.16228
2632,3236630,CCC(C)NC(=O)C(C1=CC=CC=C1)NS(=O)(=O)C2=CC=CC3=NSN=C32,12.5893
2633,3236640,CCOC(=O)N1CCN(CC1)C(=O)CCN2C(=O)C=CC(=N2)C3=CC=CC=C3,15.8489
2634,3236649,CC#CCCCC(=O)NC1=CC(=NC(=N1)OC)OC,0.354813
2635,3236689,COC1=CC=CC=C1NC(=O)CN2CCN(CC2)CC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,12.5893
2636,3236698,CC1=CC=CC=C1C2=NC(=C(O2)C)CS(=O)CC(=O)N3CCC4(CC3)OCCO4,25.1189
2637,2860669,CC1(CC(=O)N(O1)C2=CC=CC=C2)O,22.3872
2638,1815678,CCC1=CC(=C(C=C1)OCC(=O)NCCN(C)C)Br,7.94328
2639,3236768,CCOC(=O)C1=C(OC2=C1C(=C(C3=CC=CC=C32)O)C=NC4CCS(=O)(=O)C4)C,1.25893
2640,3236772,CCOC1=CC=C(C=C1)N2C=CN=C2SCC(=O)NC3=NN=C(S3)C,25.1189
2641,3236795,C1CN(CCN1C2=CC=CC=N2)C(=O)CCCN3C(=O)C4=C(C=CC(=C4)Br)NC3=S,3.98107
2642,3236806,CC1=CC(=NN1CC(=O)NC2=CN=CC=C2)C(F)(F)F,3.98107
2643,3236813,CCOCC(=O)NC1=C(OC2=CC=CC=C21)C(=O)NC3=CC=CC=C3OC,0.398107
2644,3236814,C1COCCN1C(=O)CSC2=CNC3=CC=CC=C32,17.7828
2645,6602871,CC1=C(OC(=[N+]1[O-])C2=CC=CS2)C.Cl,25.1189
2646,1181764,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=CC4=CC=CC=C4C=C3OC,25.1189
2647,3236862,CCCN(CCC)CCCNC(=O)C1=CC2=C(O1)N=C3C=C(C=CC3=C2)OC,19.9526
2648,3236865,CCOC1=CC(=C(C=C1)OCC)NC(=O)CN(C)S(=O)(=O)C2=CN=CN2,7.94328
2649,3236897,CC1=CC=C(C=C1)S(=O)(=O)N2CCN(C2)C(=O)CN3CCN(CC3)C,15.8489
2650,3236920,CCOC(=O)C1=C(C2=CC=CC=C2O1)NC(=O)C3=CC4=C(C=C3)OCO4,1
2651,678599,CCOC(=O)C1=C(OC2=C1C=C(C3=CC=CC=C32)O)C,0.0630957
2652,3236955,CCOC1=CC=C(C=C1)N2C(=NC3=C2C=CC(=C3)C(=O)NCC4=CC=CO4)C,25.1189
2653,3236971,CC1=CC(=C(C=C1)OC)NC(=O)CN2CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)F,0.0398107
2654,3236976,C1=CC=C2C(=C1)C3=C(O2)C(=O)N(C=N3)CC(=O)NCC4=CC=CO4,14.1254
2655,3236977,CCC(=O)NC1=C(OC2=CC=CC=C21)C(=O)NC3=CC=C(C=C3)OCC,1.99526
2656,3236985,C1CN(CCN1CC2=CC=CC=C2)C(=O)C3=COC(=O)C4=CC=CC=C43,10
2657,3236988,CC(=O)NC1=CC(=C(C=C1)OC)NC(=O)CN2CCN(CC2)C3C4=CC=CC=C4C5=CC=CC=C35,28.1838
2658,678099,C1CCN(CC1)CC2=CC(=C3C=CC=NC3=C2O)Br,3.98107
2659,3237083,CCC(C)NC(=O)C1=C(OC(=O)C=C1C)C,28.1838
2660,3237100,COC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(C=C2)C(=O)N(C(=S)N3)CC4=CC=CO4)OC,25.1189
2661,2152425,CCOC(=O)C1=CC2=C(N=C3C=CC=CN3C2=O)N(C1=NC(=O)C)CCCOC,12.5893
2662,135544632,CC1=CC=C(C=C1)C(=O)N2CCC(CC2)C3=NC4=C(C(=O)N3)N=NN4CC5=CC=CC=C5OC,25.1189
2663,3237128,COC1=C(C=C(C=C1)CNC(=O)NC2=CC=CS2)OC,12.5893
2664,3237136,CCC1=C2C(C(=C(OC2=NN1)N)C#N)C3=CC=CC=C3OCC,25.1189
2665,3237144,CC1CC2=CC=CC=C2N1C(=O)CCN3C(=O)C4C5CC(C4C3=O)C=C5,10
2666,3237153,CS(=O)(=O)N1CCCC(C1)C(=O)N2CCC3=CC=CC=C3C2,25.1189
2667,3237165,CC1=CC(=NN1C(=O)C2=CC3=CC=CC=C3C(=O)O2)C,7.07946
2668,3237174,CC1(CC2=C(C(N3C(=NC(=N3)C4=CC=C(C=C4)N(C)C)N2)C5=CN=CC=C5)C(=O)C1)C,3.16228
2669,3237178,COC1=CC=CC=C1CNS(=O)(=O)C2=CC3=C(C=C2)NC=C(C3=O)C(=O)O,10
2670,3237181,C=CCN1C=C(C(=O)N(C1=O)CC=C)Cl,14.1254
2671,3237182,CCOC(=O)NC1=CC=C(C=C1)C(=O)NCC2CCCO2,39.8107
2672,3237195,CC(=O)C1=C(C=C(CC1C2=CC=CO2)C3=CC=CO3)O,5.01187
2673,685677,COC1=NC(=NC(=C1)NC(=O)C2=C(C=CC=C2F)F)OC,19.9526
2674,135473895,CC1=NN=C(NC1=O)SCC(=O)NC2=NC=CS2,31.6228
2675,3237217,CN1C2=CC=CC=C2C(=CC1=O)OCCCC(=O)NC3=CN=CC=C3,1.99526
2676,3237246,CC(C)C1=CC(=NO1)C(=O)NC2=CC(=C(C=C2)OC)OC,15.8489
2677,3237253,CN1C2=C(C=C(C=C2)S(=O)(=O)NCCC(=O)NCCC3=CC=C(C=C3)Cl)C(=O)N(C1=O)C,0.0398107
2678,1304709,COC1=CC2=C(C=C1)N=C(N2)SCC(=O)NC3=CC4=C(C=C3)OCCO4,5.62341
2679,3237265,CC1=C(C(=NC2=NC=NN12)C)CCC(=O)NC(C)C3=CC4=C(C=C3)OCCO4,15.8489
2680,3237300,CC1=CC(=NO1)C(=O)NCC2=CC=CC=C2,0.398107
2681,3237305,CC1CCC2(CC1)C(=C(C(=O)O2)C)C(=O)NCCN3CCN(CC3)C,3.98107
2682,3237314,CC1=C(C2=C(N1C3=CC=CC=C3)C=CC(=C2)O)C(=O)OC,0.0501187
2683,718920,CC(C)(C#CC1=CC=C(S1)C(=O)NCC2=CC=CS2)O,15.8489
2684,3237345,CC1=C(N=C(O1)C2=CC=C(C=C2)OC)CS(=O)(=O)CC(=O)NCCC3=C(C=CC(=C3)OC)OC,10
2685,715064,C1=CC(=CC(=C1)N2C(=C(N=N2)CO)CO)C(F)(F)F,0.00630957
2686,3237354,CCOC1=C(C=C(C=C1)C(=O)NC2=NC=C(C=C2)Cl)Cl,1.25893
2687,3237362,CC1N(C2=CC=CC=C2C3=C(O1)N=C(N=N3)SC)C(=O)C4=CC=CC=C4,10
2688,3237365,CC1C(NC(C(C1=NO)C)C2=CC=C(C=C2)N(C)C)C3=CC=C(C=C3)N(C)C,3.16228
2689,3237380,CC1=C(C(N2C(=NN=N2)N1)C3=CC(=CC=C3)Br)C(=O)NC4=CC=CC=C4OC,31.6228
2690,3237391,CCOCC(=O)NC1=C(C=CC(=C1)C2=CN3C=CC=NC3=N2)C,0.0501187
2691,3237405,CC1=CC2=C(C=C1)OC(CN2)C(=O)NC3CCCCC3,11.2202
2692,2866118,CCCC1=C2C(C(=C(OC2=NN1)N)C#N)C3=CC=NC=C3,25.1189
2693,3237411,CC1=C(C(N2C(=NC(=N2)C3=CC=CS3)N1)C4=CN=CC=C4)C(=O)NC5=CN=CC=C5,5.01187
2694,3237440,CCOC(=O)CSC1=NN=C(N1C2CCCCC2)CNC(=O)C3=CC=C(C=C3)OC,5.01187
2695,3237443,CCCS(=O)(=O)N1CCCC(C1)C(=O)NCCN2CCC(CC2)CC3=CC=CC=C3,3.98107
2696,722251,C1=CC=C2C(=C1)N3C(=NN=C3SCC(=O)NCC4=CC=CO4)S2,10
2697,3237453,CCOC(=O)CC(C1=CC=CC=C1Cl)NC2=NC(=NC(=N2)N3CCOCC3)N4CCOCC4,10
2698,135544634,COC1=NC(=NC(=N1)N2CCCCC2)/C(=N/O)/N,3.98107
2699,3237481,CC1=CC(=CC=C1)NC(=O)CN2C=CC=C2,3.98107
2700,3237485,CCC1=NN=C(S1)NC(=O)CSC2=NC=CN2C3=CC=C(C=C3)OCC,19.9526
2701,3237524,CC(=O)NC1=C(OC2=CC=CC=C21)C(=O)NC3=CC(=CC=C3)OC,2.51189
2702,3237528,CC1(C2=CC=CC=C2C(=O)N1CCC3=CC=CC=C3F)O,19.9526
2703,3237542,CC1=CC2=C(C=C1)OCC3=C2N(N=C3)CC(=O)O,0.794328
2704,3237543,C1CC(=O)N(C1C(=O)N2CCN(CC2)C3=CC=C(C=C3)F)CC4=CC=CC=C4Cl,2.51189
2705,3237552,CCOC1=C(C=C(C=C1)CCNC(=O)C2CC(=O)N(C2)C3CCCC3)OCC,10
2706,3237557,C1CN(C(=O)N1CC2=CC=CC=C2Cl)CC(=O)O,3.98107
2707,2909291,COC1=CC=CC=C1NC(=O)CCN2C(=O)C3CC=C(CC3C2=O)Cl,7.94328
2708,3237565,CC1=CC(=CC=C1)N2C(=C(N=N2)C(=O)NCC3=CC=CO3)N,6.30957
2709,3237572,CC1=CC(=CC=C1)N2C3=NC=NC(=C3C=N2)NC4=C(N(N(C4=O)C5=CC=CC=C5)C)C,3.98107
2710,3237590,CC(C)NC(=O)C(C)N1C=CC=C1C(=O)C2=CC=CC=C2,25.1189
2711,3237599,C1=CC=NC(=C1)CNC(=O)CCNC(=O)C2=CC=C(O2)Br,14.1254
2712,3237605,CCOC(=O)C1=C(C2=CC=CC=C2O1)NC(=O)C3=CC(=CC(=C3)OC)OC,0.794328
2713,3237618,C1=CC(=CC(=C1)OC(=O)C2=CC=CO2)NC(=O)C3=CC=CO3,22.3872
2714,3237634,CC(C)NC(=O)C1=NNC(=O)C2=CC=CC=C21,10
2715,3237635,CCN(CCCNC(=O)CC(C(=O)N1CCC2=CC=CC=C21)N3C=CN=C3)C4=CC=CC=C4,3.16228
2716,3237688,CCC(=O)NC(C(=O)OCC)(C(F)(F)F)NC1=C(C2=C(S1)CN(CC2)C)C(=O)OC,10
2717,3237707,C1CN(CCC12OCCO2)C(=O)C3=CC(=NC4=CC=CC=C43)C5=CC=CC=C5,28.1838
2718,713757,C1=CC=C(C(=C1)C2=NN=C(O2)C3=CC=C(C=C3)C(F)(F)F)O,5.01187
2719,3237724,CCC1=C(NC(=C1C(=O)C)C)C(=O)NCC2=CC3=C(C=C2)OCO3,3.16228
2720,3237725,COCCNC(=O)C1=NOC(=C1)C2=CC(=C(C=C2)OC)OC,19.9526
2721,3237727,CSC1=C(C(=NS1)SC)NC(=O)OCC2=CC=CC=C2,10
2722,3237739,CC1=C(N=C(O1)C2=CC=CC=C2F)CSCC(=O)NCC3=CC4=C(C=C3)OCO4,1.58489
2723,3237744,CC1=CC=CC=C1C2=NC(=C(O2)C)CS(=O)CC(=O)NCCCN(C)C3=CC=CC=C3,7.94328
2724,3237754,CC(C)(C)N1C2=C(C=N1)C(=O)N(C=N2)CC3=C(C=C(C=C3)Cl)Cl,10
2725,3237758,C1COC2=C(O1)C=CC(=C2)C(=O)NC3=CC4=C(C=C3)OC(=N4)C5=CC=CC=C5F,7.94328
2726,3237786,CC1=CC=CN2C1=NC3=C(C2=O)C=C(N3C)C(=O)N4COCC4(C)C,3.98107
2727,2152426,CCOC(=O)C1=CC2=C(N=C3C=CC=CN3C2=O)N(C1=NC(=O)C(C)(C)C)CCCOC,12.5893
2728,3237813,C1CCN(C1)C(=O)C2=CC3=C(C=C2)C(=O)N(C(=N3)SCC#N)CC4=CC=CC=C4,15.8489
2729,3237829,CC1=C(C=C(C=C1)NC2=CC(=O)N(C(=O)N2)C3CCCCC3)C,12.5893
2730,3237832,C1CC2=CC=CC=C2N(C1)CCNC(=O)CCN3C(=O)C4C5CC(C4C3=O)C=C5,10
2731,3237836,C1CCC(CC1)C2=C(C(=NC(=C2C#N)SCC#N)N)C#N,10
2732,606400,CC1=CC(=O)C2=C(N1)C=CC(=C2)Cl,3.98107
2733,3237860,CC(C)OCCCN1C(=O)C2=C(NC1=S)N=CC=C2,2.51189
2734,3237863,CCCCN(C)CCCNC(=O)C1=CC=C(C=C1)N2CCCC2=O,0.125893
2735,3237873,CC1=NC2=CC=CC=C2C(=O)N1NCC3=CC=C(C=C3)OC,12.5893
2736,3237903,C1CC2C(=O)N(C(N2C1)C3=CC=CC=C3F)C4=CC=C(C=C4)Cl,1.99526
2737,3237908,C1CCC2=NC3=C(C=CC(=C3)C(=O)NC4=C(C=C(C=C4)F)Cl)C(=O)N2CC1,5.01187
2738,3237939,CC1=CC(=C(C=C1)OC)NC(=O)C2=CC3=C(O2)N=C4C=C(C=CC4=C3)C,1.25893
2739,3237952,COC1=C(C=C(C=C1)C(=O)NC2=NC=C(C=C2)Cl)Cl,0.630957
2740,714521,CCOC1=C(C=C(C=C1)CC(=O)C2C(=O)CCCC2=O)OCC,10
2741,3237997,COC1=C2C=C(C(=O)NC2=C(C=C1)OC)CCNC(=O)COC3=CC=CC=C3,11.2202
2742,3238017,C1=CC(=CC(=C1)Br)OC(=O)C2=CN=CC=C2,12.5893
2743,3238021,CC(C)NC(=O)CCCS(=O)(=O)C1=NC(=CC(=N1)C(F)(F)F)C2=CC=CC=C2OC,1.99526
2744,135463214,CC1=NC2=CC=CC3=C2C(=N1)/C(=C(\C)/O)/C=C3,0.251189
2745,3238049,C1=CC=NC(=C1)CNC(=O)CCN2C(=O)C=CC(=N2)C3=CC=C(C=C3)Cl,15.8489
2746,3238064,CCC(C)NC(=O)C1CC(=NO1)C2=CC=C(C=C2)OC,3.98107
2747,3238071,C1=CC=C(C=C1)OC2=CC=C(C=C2)S(=O)(=O)NCC3=CN4C=CSC4=N3,5.01187
2748,3238096,CN(CC(=O)NC1=CC=CC(=C1)C(F)(F)F)C2=NC(=NO2)C3=CC=C(C=C3)OC,5.01187
2749,3238111,CC1=CC(=NO1)NC(=O)C2=NOC(=C2)C(C)C,19.9526
2750,3238112,CC1=NC(=C(C(=N1)N=CN(C)C)C(=O)C)C2=CC=CC=C2,7.94328
2751,3238115,CC1C(=O)N(C2=C(O1)C=CC(=C2)C)CCC(=O)N3CCC4(CC3)OCCO4,0.00630957
2752,3238146,CC(C)CCN1CC(CC1=O)C(=O)N2CCN(CC2)C3=CC=C(C=C3)F,0.251189
2753,3238148,C1=CSC(=C1)C2=CC(=NO2)C(=O)NC3=CN(N=C3)CC4=C(C=C(C=C4)Cl)Cl,2.51189
2754,3238158,C1CN(CCN1C2=NC=CC=N2)C(=O)CCCN3C(=O)C4=CC5=C(C=C4NC3=S)OCO5,12.5893
2755,3238167,CN1C(C(C2=CC=CC=C2C1=O)C(=O)O)C3=CC(=C(C=C3OC)OC)OC,31.6228
2756,3238192,CC1=CC(=NO1)N2C(N3CCCC3C2=O)C4=C(C=CC(=C4)OC)OC,25.1189
2757,3238211,CN1C2=CC=CC=C2C(=C1C(=O)O)CC(=O)NCC3=CN=CC=C3,10
2758,3238227,COCCCN1C(=O)C2=C(NC1=S)N=CC=C2,3.98107
2759,3238233,CC(C)OC(=O)CN1CCN(CC1)C2C3=CC=CC=C3C4=CC=CC=C24,12.5893
2760,3238290,CCOC(=O)C1=C(C2=CC=CC=C2O1)NC(=O)C3=CC=C(C=C3)S(=O)(=O)N(C)C,12.5893
2761,3238292,CCC1=CC=C(C=C1)NC(=O)C2=NOC(=C2)C(C)C,7.94328
2762,757007,CCC1=CC(=C(S1)NC(=O)CCCC(=O)O)C(=O)OC,25.1189
2763,3238300,C1CC(C2=CC=CC=C2C1)NS(=O)(=O)C3=CC=C(C=C3)C(=O)O,1.58489
2764,3238340,COC1=CC=C(C=C1)C2C(CCC(=O)N2C3=CC=C(C=C3)OC)C(=O)N4CCOCC4,0.0630957
2765,3238359,C1CCC(CC1)N2CCN(CC2)CCCNC(=O)NC3=CC=CC=C3C(F)(F)F,25.1189
2766,3238395,CCC(=O)NC1=C2CCCC2=NC3=C1CCCC3,15.8489
2767,3238411,CCCOC1=CC2=C(C=C1)OC(=O)C3=C2CCCN3C(=O)CN4CCCC(C4)C(=O)OCC,39.8107
2768,3238452,C1CC(CN(C1)S(=O)(=O)C2=CN=CN2)C(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,15.8489
2769,3238499,CCOC1=CC=C(C=C1)C2=NN=C3N2N=C(C=C3)SCC(=O)NCC4=CC=CO4,15.8489
2770,3238509,CC1=CC2=NC3=C(C=C2C=C1)C=C(O3)C(=O)N4CCC5(CC4)OCCO5,2.51189
2771,3238513,CC1=CC=CC2=CC(=O)NC(=C12)C,14.1254
2772,3238517,C1CN(CCC12OCCO2)C(=O)CNS(=O)(=O)C3=CC=C(S3)Br,15.8489
2773,3238567,CC1CCOC2(O1)C3=CC=CC=C3N(C2=O)CN4CCN(CC4)C5=CC=CC=C5F,1.99526
2774,5771356,COC1=CC=CC=C1C2/C(=C(\C3=CC=CC=C3)/O)/C(=O)C(=O)N2CCO,0.794328
2775,3238604,CC(C)C1=CC=C(C=C1)OCC2=CC=C(C=C2)C(=O)N3CCN(CC3)C4=CC=CC=N4,7.94328
2776,3238620,CC1CCC(CC1)NC(=O)C2=CC=C(O2)CS(=O)(=O)CC3=CC=CC=C3F,0.251189
2777,3238637,C1=CC=C(C(=C1)NC(=O)NC(=O)N)Cl,4.46684
2778,3238652,CC1=CC=C(C=C1)C2=C(N3C=CC=NC3=N2)NC(=O)C4CC4,15.8489
2779,3238653,CC1=C(C(N2C(=NC(=N2)C3=CC(=CC=C3)Cl)N1)C4=CC=CS4)C(=O)N,7.94328
2780,3238669,CCOC(=O)CC1=CSC(=N1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N3CCCCC3,15.8489
2781,3238694,COC1=CC2=NC3=C(C=C2C=C1)C=C(O3)C(=O)NCCN4CCN(CC4)C5=CC=CC=C5F,15.8489
2782,3238730,C1CCC(CC1)NC(=O)C2=C3NC(=O)C4=CC=CC=C4N3C(=S)S2,3.16228
2783,3238734,CC1=CC=C(C=C1)C(=O)NC2=C(SCC2)C(=O)OC,3.16228
2784,223824,C1C2=CC=CC3=C2C(=CC=C3)C(=O)O1,3.98107
2785,3238773,CC1=CC=C(C=C1)S(=O)(=O)NCCC(=O)NCC2=CC=CC=C2,17.7828
2786,748847,CCOC(=O)C1=C(N(C(=N)S1)C2=CC=C(C=C2)OC)C,1.25893
2787,135525723,CC1=CC(=O)NC(=N1)SCC(=O)NC2=NC3=C(S2)CCCC3,12.5893
2788,3238792,COCCNC(=O)C1=CC2=C(C=C1)N(C=N2)C3=CC(=C(C=C3)F)F,15.8489
2789,3238812,CCCCN1C=NC2=C(C1=O)C=NN2C3=CC=C(C=C3)F,3.16228
2790,3238816,CC1(OC(=O)C(=CNCC(C2=CC=CC=C2)O)C(=O)O1)C,25.1189
2791,717668,CCOC(=O)NC1=CC(=C(C=C1)C(=O)OC2=CC=CC=C2)O,3.16228
2792,3238842,CC1=C(C=C(C=C1)N2C(SCC2=O)C3=CN=CC=C3)F,15.8489
2793,3238850,COC1=C2C=C(C(=O)NC2=C(C=C1)OC)CCNC(=O)C3CCCCC3,19.9526
2794,3238851,CC1=C(NC(=C1C(=O)C)C)C(=O)N2CCC3=CC=CC=C3C2,7.94328
2795,3238881,CCC(=O)N1C(=NC(=N1)C2=CC=C(C=C2)OC)N,1.99526
2796,715260,CCOC1=C(C=C(C(=C1)C#N)NC(=O)C2=CN=CC=C2)OCC,19.9526
2797,3238908,C1COCCN1CCN2CN(C(=S)SC2)CC3=CC=CC=C3,6.30957
2798,3238913,CC1=CC(=CC(=C1)N2C(=C(N=N2)C(=O)NCC3=CC=CC=C3Cl)N)C,1.58489
2799,3238953,CCCCCOC1=CC=C(C=C1)OC(=O)C2=CC=NC=C2,12.5893
2800,3238963,CCN(C1=CC=CC(=C1)C)C(=O)CSC2=NC3=C(C=CC(=C3)C(=O)OC)C(=O)N2CC4=CC=CO4,2.51189
2801,698541,C1CCN(C1)C2=NC3=NON=C3N=C2N4CCCC4,15.8489
2802,3238982,COC1=CC=CC=C1NC(=O)CN2CCN(CC2)C3C4=CC=CC=C4C5=CC=CC=C35,15.8489
2803,135427719,CCOC(=O)CSC1=NC2=C(C=NN2C3=CC=C(C=C3)C)C(=O)N1,0.562341
2804,674163,C1=CC(=CC=C1OCCN2C=C(C(=O)NC2=O)Br)Cl,3.98107
2805,3239013,CC1CCCCN1CCCNC(=O)NC2=CC=C(C=C2)OC,25.1189
2806,3239025,CCOC(=O)C1CCCN(C1)C(=O)CCCOC2=CC(=O)N(C3=CC=CC=C32)C,25.1189
2807,3239031,CN1C=C(C2=CC=CC=C21)C3C(C4=CC=CC=C4C(=O)N3C)C(=O)O,39.8107
2808,3239056,CN1CCN(CC1)CCCNC(=O)C2CCCN(C2)C3=NC4=C(S3)C=C(C=C4)OC,12.5893
2809,3239068,C1CN(CCN1C2=CC=CC=C2)C(=O)C(C3=CC=CC=C3)NS(=O)(=O)C4=CC=CS4,7.94328
2810,3239073,CCS(=O)(=O)N1CCC(CC1)C(=O)NCC2=CC=CC=C2OC,3.98107
2811,3239074,CN1C2=C(C=C(C=C2)Cl)C(=CC1=O)SCC(=O)NCCN3CCN(CC3)C4=CC=CC=C4F,39.8107
2812,5392452,C/C(=N\N1C(=NN=N1)NC2=CC=CC=C2)/C3=CC=C(C=C3)N,12.5893
2813,3239084,C1CCC(C1)NC(=O)C2CC(=NO2)C3=CC=C(C=C3)F,15.8489
2814,3239112,CCOC(=O)CC(=O)CSC1=C(C(=CC(=N1)C2=CN=CC=C2)C)C#N,10
2815,3239115,CCOC(=O)C1CCCN(C1)C2=NC=NC3=C2C=NN3C4=CC=CC(=C4)C,14.1254
2816,6603309,C1C(=NN2C(=NN=C2S1)C3=CN=CC=C3)C4=CC=C(S4)Br.Br,5.01187
2817,685244,CCOC1=C(C=C(C=C1)C(F)(F)F)NC(=O)C,0.1
2818,3239130,COC1=CC=C(C=C1)NC(=O)CSC2=NC3=CC=CC=C3C(=O)N2CCC(=O)N4CCCCC4,15.8489
2819,3239144,C1CC(CN(C1)S(=O)(=O)C2=CN=CN2)C(=O)NC3=CC=CC(=C3)C(F)(F)F,12.5893
2820,3239146,CC(C)C(=O)NCCN1C=CC2=CC=CC=C21,19.9526
2821,3239148,CCOC(=O)N1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)F,6.30957
2822,3239169,C1=CC=C(C=C1)CCNC(=O)CCCNS(=O)(=O)C2=CC=CC3=NSN=C32,25.1189
2823,3239181,CCOC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C3=NC4=C(O3)N=CC=C4)Cl,5.01187
2824,3239194,CC1=C2CCCCC2=NC3=C(C=NN13)C(=O)NC4CCCC4,2.81838
2825,3239233,CCN(CC)CCN1C(=O)C2=CC3=C(C=C2NC1=S)OCO3,15.8489
2826,3239273,COC1=CC2=C(C=C1)N=C(S2)NC(=O)C3CCN(CC3)S(=O)(=O)C4=CC=CC5=NSN=C54,3.16228
2827,2925182,C1=CC(=CN=C1)NC(=O)C2=CC3=C(C=C2)SN=N3,0.0630957
2828,3239277,C1CN(CCC1C(=O)N2CCN(CC2)C3=CC=CC=N3)S(=O)(=O)C4=CC=CC5=C4N=CC=C5,19.9526
2829,3147456,COC1=C(C=CC(=C1)C2C(C(NC(=O)N2)(C(F)(F)F)O)C(=O)C3=CC=C(C=C3)Cl)O,39.8107
2830,3239288,CCC(C(=O)O)SC1=NN2C(=NN=C2C3=CC=C(C=C3)F)C=C1,0.1
2831,3239295,CC(C)(C)C(=O)NC(=C(Cl)Cl)P(=O)(O)O,0.1
2832,3239301,C1CN(CCC12OCCO2)C(=O)C3=CC4=C(O3)N=C5C=C(C=CC5=C4)Cl,6.30957
2833,3239309,CCCCOC1=CC=C(C=C1)OC(=O)C2=CN=CC=C2,3.98107
2834,3239315,CC1=CC(=C(C=C1)C)NC(=O)C2CC(CN2C(=O)OC(C)(C)C)O,31.6228
2835,3239323,CCS(=O)(=O)N1CCC(CC1)C(=O)NCCCN2CCN(CC2)C3=CC=CC=C3F,1.25893
2836,3239329,CC1=CC=CC=C1NS(=O)(=O)C2=CC3=C(C=C2)NC=C(C3=O)C(=O)N(C)CC4=CC=CO4,15.8489
2837,3239336,C1CCC(C1)N2CC(CC2=O)C(=O)NCC3=CC4=C(C=C3)OCO4,17.7828
2838,3239359,C1=CC=C(C=C1)C(=O)C2=CC=CN2CC(=O)NCC3=CC=CS3,19.9526
2839,101181,CC(C(=O)O)OC1=CC=C(C=C1)C2=CC=CC=C2,25.1189
2840,3239372,CCOC1=CC=C(C=C1)NC(=O)CCNS(=O)(=O)C2=CC3=C(C=C2)N(C(=O)N(C3=O)C)C,2.51189
2841,54693395,C1CC2=C3C(=CC=C2)C(=C(C(=O)N3C1)C4=CC=CC=C4)O,11.2202
2842,3239419,CC1=CC(=C(C=C1)NC(=O)C2=C(NC3=NC=NN3C2C4=CC(=C(C=C4OC)OC)OC)C)C,7.94328
2843,5400198,CCOC(=O)C1=CC=CC\2=C1C3=CC=CC=C3/C2=N/O,1.58489
